LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
4303,1,99,DIAGNOSIS_CODE_18_UB,VARCHAR2
4303,1,100,DIAGNOSIS_CODE_19_UB,VARCHAR2
4303,1,101,DIAGNOSIS_CODE_20_UB,VARCHAR2
4303,1,102,DIAGNOSIS_CODE_21_UB,VARCHAR2
4303,1,103,DIAGNOSIS_CODE_22_UB,VARCHAR2
4303,1,104,DIAGNOSIS_CODE_23_UB,VARCHAR2
4303,1,105,DIAGNOSIS_CODE_24_UB,VARCHAR2
4303,1,106,DIAGNOSIS_CODE_25_UB,VARCHAR2
4303,1,107,PRESENT_ON_ADMISSION_10,VARCHAR2
4303,1,108,PRESENT_ON_ADMISSION_11,VARCHAR2
4303,1,109,PRESENT_ON_ADMISSION_12,VARCHAR2
4303,1,110,PRESENT_ON_ADMISSION_13,VARCHAR2
4303,1,111,PRESENT_ON_ADMISSION_14,VARCHAR2
4303,1,112,PRESENT_ON_ADMISSION_15,VARCHAR2
4303,1,113,PRESENT_ON_ADMISSION_16,VARCHAR2
4303,1,114,PRESENT_ON_ADMISSION_17,VARCHAR2
4303,1,115,PRESENT_ON_ADMISSION_18,VARCHAR2
4303,1,116,PRESENT_ON_ADMISSION_19,VARCHAR2
4303,1,117,PRESENT_ON_ADMISSION_20,VARCHAR2
4303,1,118,PRESENT_ON_ADMISSION_21,VARCHAR2
4303,1,119,PRESENT_ON_ADMISSION_22,VARCHAR2
4303,1,120,PRESENT_ON_ADMISSION_23,VARCHAR2
4303,1,121,PRESENT_ON_ADMISSION_24,VARCHAR2
4303,1,122,PRESENT_ON_ADMISSION_25,VARCHAR2
4303,1,123,ICD_CODE_TYPE,VARCHAR2
4303,1,124,PROVIDER_SPECIALTY,VARCHAR2
4303,1,125,PROVIDER_TAXONOMY_CODE,VARCHAR2
4303,1,126,HRA_AMOUNT,NUMBER
4303,1,127,PRACTICE_GROUP_NPI,VARCHAR2
4303,1,128,INDIVIDUAL_PHYSICIAN_NPI,VARCHAR2
4303,1,129,LINE_NUMBER,VARCHAR2
4303,1,130,RECORD_TYPE,VARCHAR2
4303,1,1,ADJUSTMENT_TYPE_CODE,VARCHAR2
4303,1,2,ALLOWED_AMOUNT,NUMBER
4303,1,3,BILL_TYPE_CODE_UB,VARCHAR2
4303,1,4,CAPITATED_SERVICE_INDICATOR,VARCHAR2
4303,1,5,CHARGE_SUBMITTED,NUMBER
4303,1,6,CLAIM_ID,VARCHAR2
4303,1,7,CLAIM_TYPE_CODE,VARCHAR2
4303,1,8,COINSURANCE,NUMBER
4303,1,9,COPAYMENT,NUMBER
4303,1,10,DATE_OF_BIRTH,DATE
4303,1,11,DATE_OF_FIRST_SERVICE,DATE
4303,1,12,DATE_OF_LAST_SERVICE,DATE
4303,1,13,DATE_OF_SERVICE_FACILITY,DATE
4303,1,14,DATE_PAID,DATE
4303,1,15,DAYS,NUMBER
4303,1,16,DEDUCTIBLE,NUMBER
4303,1,17,DIAGNOSIS_CODE_2_UB,VARCHAR2
4303,1,18,DIAGNOSIS_CODE_PRINCIPAL,VARCHAR2
4303,1,19,DISCHARGE_STATUS_CODE_UB,VARCHAR2
