LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
614,1,1,ClaimNumber,VARCHAR2
614,1,2,ChargeLineNumber,VARCHAR2
614,1,3,ClaimTypeCode,VARCHAR2
614,1,4,ClaimType,VARCHAR2
614,1,5,PlanTypeCode,VARCHAR2
614,1,6,PlanTypeDesc,VARCHAR2
614,1,7,PayerID,VARCHAR2
614,1,8,PayerDesc,VARCHAR2
614,1,9,CaseID,VARCHAR2
614,1,10,CaseDesc,VARCHAR2
614,1,11,UnitID,VARCHAR2
614,1,12,PCPID,VARCHAR2
614,1,13,UnitDesc,VARCHAR2
614,1,14,SubscriberID,VARCHAR2
614,1,15,MemberID,VARCHAR2
614,1,16,DependentNumber,VARCHAR2
614,1,17,RelationshipCode,VARCHAR2
614,1,18,Relationship,VARCHAR2
614,1,19,MemberGender,VARCHAR2
614,1,20,MemberDOB,DATE
614,1,21,ProviderID,VARCHAR2
614,1,22,ProviderName,VARCHAR2
614,1,23,ProviderGroupID,VARCHAR2
614,1,24,ProviderGroupName,VARCHAR2
614,1,25,SpecialityCode,VARCHAR2
614,1,26,SpecialityDescription,VARCHAR2
614,1,27,NetworkCode,VARCHAR2
614,1,28,NetworkDesc,VARCHAR2
614,1,29,NetworkFlag,VARCHAR2
614,1,30,OutOfAreaFlag,VARCHAR2
614,1,31,PlaceOfServiceCode,VARCHAR2
614,1,32,PlaceOfServiceDesc,VARCHAR2
614,1,33,ProcedureTypeCode,VARCHAR2
614,1,34,BillTypeCode,VARCHAR2
614,1,35,BillTypeCodeDesc,VARCHAR2
614,1,36,ProcedureCode,VARCHAR2
614,1,37,ProcedureCodeDesc,VARCHAR2
614,1,38,ModifierCode,VARCHAR2
614,1,39,Diag1Code,VARCHAR2
614,1,40,Diag1CodeDesc,VARCHAR2
614,1,41,Diag2Code,VARCHAR2
614,1,42,Diag2CodeDesc,VARCHAR2
614,1,43,Diag3Code,VARCHAR2
614,1,44,Diag3CodeDesc,VARCHAR2
614,1,45,Diag4Code,VARCHAR2
614,1,46,Diag4CodeDesc,VARCHAR2
614,1,47,ServiceDate,DATE
614,1,48,FromDate,DATE
614,1,49,ThruDate,DATE
614,1,50,ClaimReceivedDate,DATE
614,1,51,ClaimPaidDate,DATE
614,1,52,ServiceUnitType,VARCHAR2
614,1,53,ServiceUnits,NUMBER
614,1,54,GrossAmount,NUMBER
614,1,55,ChargeAmount,NUMBER
614,1,56,AllowedAmount,NUMBER
614,1,57,NotAllowedAmount,NUMBER
614,1,58,CoPayAmount,NUMBER
614,1,59,DeductibleAmount,NUMBER
614,1,60,PPOSavingsAmount,NUMBER
614,1,61,CoInsuranceAmount,NUMBER
614,1,62,COBAmount,NUMBER
614,1,63,PaidAmount,NUMBER
614,1,64,ClaimStatus,VARCHAR2
614,1,65,NationalProviderIdentifier,VARCHAR2
614,1,66,BillType,VARCHAR2
614,1,67,RevenueCode,VARCHAR2
