LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3766,1,1,DESY_SORT_KEY,VARCHAR2,,150,292786,1,150,,,,,VARCHAR2,LDS Beneficiary ID,
3766,1,2,CLAIM_NO,VARCHAR2,,150,292787,151,300,,,,,VARCHAR2,LDS Claim Number,25
3766,1,3,CLM_LINE_NUM,VARCHAR2,,150,292788,301,450,,,,,VARCHAR2,Claim Line Number,
3766,1,4,CLM_THRU_DT,DATE,YYYYMMDD,150,292789,451,600,,,,,DATE,Claim Through Date  (Determines Year of Claim),
3766,1,5,NCH_CLM_TYPE_CD,VARCHAR2,,150,292790,601,750,,,,,VARCHAR2,NCH Claim Type Code,
3766,1,6,REV_CNTR,VARCHAR2,,150,292791,751,900,,,,,VARCHAR2,Revenue Center Code,46
3766,1,7,REV_CNTR_DT,DATE,YYYYMMDD,150,292792,901,1050,,,,,DATE,Revenue Center Date,
3766,1,8,REV_CNTR_APC_HIPPS_CD,VARCHAR2,,150,292793,1051,1200,,,,,VARCHAR2,Revenue Center APC/HIPPS,
3766,1,9,HCPCS_CD,VARCHAR2,,150,292794,1201,1350,,,,,VARCHAR2,Revenue Center HCFA Common Procedure Coding System,41
3766,1,10,HCPCS_1ST_MDFR_CD,VARCHAR2,,150,292795,1351,1500,,,,,VARCHAR2,Revenue Center HCPCS Initial Modifier Code,
3766,1,11,HCPCS_2ND_MDFR_CD,VARCHAR2,,150,292796,1501,1650,,,,,VARCHAR2,Revenue Center HCPCS Second Modifier Code,
3766,1,12,REV_CNTR_PMT_MTHD_IND_CD,VARCHAR2,,150,292797,1651,1800,,,,,VARCHAR2,Revenue Center Payment Method Indicator Code,
3766,1,13,REV_CNTR_DSCNT_IND_CD,VARCHAR2,,150,292798,1801,1950,,,,,VARCHAR2,Revenue Center Discount Indicator Code,
3766,1,14,REV_CNTR_PACKG_IND_CD,VARCHAR2,,150,292799,1951,2100,,,,,VARCHAR2,Revenue Center Packaging Indicator Code,
3766,1,15,REV_CNTR_OTAF_PMT_CD,VARCHAR2,,150,292800,2101,2250,,,,,VARCHAR2,Revenue Center Obligation to Accept As Full (OTAF) Payment Code,
3766,1,16,REV_CNTR_IDE_NDC_UPC_NUM,VARCHAR2,,150,292801,2251,2400,,,,,VARCHAR2,Revenue Center IDE  NDC  UPC Number,
3766,1,17,REV_CNTR_UNIT_CNT,VARCHAR2,,150,292802,2401,2550,,,,,VARCHAR2,Revenue Center Unit Count,
3766,1,18,REV_CNTR_RATE_AMT,NUMBER,,150,292803,2551,2700,,,,,NUMBER,Revenue Center Rate Amount,
3766,1,19,REV_CNTR_BLOOD_DDCTBL_AMT,NUMBER,,150,292804,2701,2850,,,,,NUMBER,Revenue Center Blood Deductible Amount,
3766,1,20,REV_CNTR_CASH_DDCTBL_AMT,NUMBER,,150,292805,2851,3000,,,,,NUMBER,Revenue Center Cash Deductible Amount,
3766,1,21,REV_CNTR_COINSRNC_WGE_ADJSTD_C,NUMBER,,150,292806,3001,3150,,,,,NUMBER,Revenue Center Coinsurance/Wage Adjusted Coinsurance Amount,
3766,1,22,REV_CNTR_RDCD_COINSRNC_AMT,NUMBER,,150,292807,3151,3300,,,,,NUMBER,Revenue Center Reduced Coinsurance Amount,
3766,1,23,REV_CNTR_1ST_MSP_PD_AMT,NUMBER,,150,292808,3301,3450,,,,,NUMBER,Revenue Center 1st Medicare Secondary Payer Paid Amount,
3766,1,24,REV_CNTR_2ND_MSP_PD_AMT,NUMBER,,150,292809,3451,3600,,,,,NUMBER,Revenue Center 2nd Medicare Secondary Payer Paid Amount,
3766,1,25,REV_CNTR_PRVDR_PMT_AMT,NUMBER,,150,292810,3601,3750,,,,,NUMBER,Revenue Center Provider Payment Amount,
3766,1,26,REV_CNTR_BENE_PMT_AMT,NUMBER,,150,292811,3751,3900,,,,,NUMBER,Revenue Center Beneficiary Payment Amount,
3766,1,27,REV_CNTR_PTNT_RSPNSBLTY_PMT,NUMBER,,150,292812,3901,4050,,,,,NUMBER,Revenue Center Patient Responsibility Payment,
3766,1,28,REV_CNTR_PMT_AMT_AMT,NUMBER,,150,292813,4051,4200,,,,,NUMBER,Revenue Center Payment Amount Amount,
3766,1,29,REV_CNTR_TOT_CHRG_AMT,NUMBER,,150,292814,4201,4350,,,,,NUMBER,Revenue Center Total Charge Amount,
3766,1,30,REV_CNTR_NCVRD_CHRG_AMT,NUMBER,,150,292815,4351,4500,,,,,NUMBER,Revenue Center Non-Covered Charge Amount,
3766,1,31,REV_CNTR_STUS_IND_CD,VARCHAR2,,150,292816,4501,4650,,,,,VARCHAR2,Revenue Center Status Indicator Code,
3766,1,32,REV_CNTR_PRICNG_IND_CD,VARCHAR2,,150,292817,4651,4800,,,,,VARCHAR2,Revenue Center Pricing Indicator Code,
