LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3688,1,15,RELATION,VARCHAR2,,150,288532,1821,1970,,,,,VARCHAR2,,
3688,1,16,PRIMARY_CPT4,VARCHAR2,,150,288533,1971,2120,,,,,VARCHAR2,,
3688,1,17,PRIMARY_CPT4_MODIFIER_1,VARCHAR2,,150,288534,2121,2270,,,,,VARCHAR2,,
3688,1,18,PRIMARY_CPT4_MODIFIER_2,VARCHAR2,,150,288535,2271,2420,,,,,VARCHAR2,,
3688,1,19,PRIMARY_CPT4_MODIFIER_3,VARCHAR2,,150,288536,2421,2570,,,,,VARCHAR2,,
3688,1,20,SECONDARY_CPT4,VARCHAR2,,150,288537,2571,2720,,,,,VARCHAR2,,
3688,1,21,SECONDARY_CPT4_MODIFIER_1,VARCHAR2,,150,288538,2721,2870,,,,,VARCHAR2,,
3688,1,22,SECONDARY_CPT4_MODIFIER_2,VARCHAR2,,150,288539,2871,3020,,,,,VARCHAR2,,
3688,1,23,SECONDARY_CPT4_MODIFIER_3,VARCHAR2,,150,288540,3021,3170,,,,,VARCHAR2,,
3688,1,24,ICD9_1,VARCHAR2,,150,288541,3171,3320,,,,,VARCHAR2,,
3688,1,25,ICD9_1_START,DATE,mm/dd/yyyy,10,288542,3321,3330,,,,,DATE,,
3688,1,26,ICD9_2,VARCHAR2,,150,288543,3331,3480,,,,,VARCHAR2,,
3688,1,27,ICD9_2_START,DATE,mm/dd/yyyy,10,288544,3481,3490,,,,,DATE,,
3688,1,28,ICD9_3,VARCHAR2,,150,288545,3491,3640,,,,,VARCHAR2,,
3688,1,29,ICD9_3_START,DATE,mm/dd/yyyy,10,288546,3641,3650,,,,,DATE,,
3688,1,30,ICD9_4,VARCHAR2,,150,288547,3651,3800,,,,,VARCHAR2,,
3688,1,31,ICD9_4_START,DATE,mm/dd/yyyy,10,288548,3801,3810,,,,,DATE,,
3688,1,32,ICD10_1,VARCHAR2,,150,288549,3811,3960,,,,,VARCHAR2,,
3688,1,33,ICD10_1_START,DATE,mm/dd/yyyy,10,288550,3961,3970,,,,,DATE,,
3688,1,34,ICD10_2,VARCHAR2,,150,288551,3971,4120,,,,,VARCHAR2,,
3688,1,35,ICD10_2_START,DATE,mm/dd/yyyy,10,288552,4121,4130,,,,,DATE,,
3688,1,36,ICD10_3,VARCHAR2,,150,288553,4131,4280,,,,,VARCHAR2,,
3688,1,37,ICD10_3_START,DATE,mm/dd/yyyy,10,288554,4281,4290,,,,,DATE,,
3688,1,38,ICD10_4,VARCHAR2,,150,288555,4291,4440,,,,,VARCHAR2,,
3688,1,39,ICD10_4_START,DATE,mm/dd/yyyy,10,288556,4441,4450,,,,,DATE,,
3688,1,1,ENCOUNTER_ID,VARCHAR2,,150,288518,1,150,,,,,VARCHAR2,,
3688,1,2,PREFIX,VARCHAR2,,150,288519,151,300,,,,,VARCHAR2,,
3688,1,3,FIRST_NAME,VARCHAR2,,150,288520,301,450,,,,,VARCHAR2,,
3688,1,4,MIDDLE_NAME,VARCHAR2,,150,288521,451,600,,,,,VARCHAR2,,
3688,1,5,LAST_NAME,VARCHAR2,,150,288522,601,750,,,,,VARCHAR2,,
3688,1,6,SUFFIX,VARCHAR2,,150,288523,751,900,,,,,VARCHAR2,,
3688,1,7,PATIENT_SSN,VARCHAR2,,150,288524,901,1050,,,,,VARCHAR2,,
3688,1,8,PATIENT_UID,VARCHAR2,,150,288525,1051,1200,,,,,VARCHAR2,,
3688,1,9,DATE_OF_BIRTH,DATE,mm/dd/yyyy,10,288526,1201,1210,,,,,DATE,,
3688,1,10,GENDER,VARCHAR2,,150,288527,1211,1360,,,,,VARCHAR2,,
3688,1,11,DATE_OF_SERVICE,DATE,mm/dd/yyyy,10,288528,1361,1370,,,,,DATE,,
3688,1,12,LOCATION,VARCHAR2,,150,288529,1371,1520,,,,,VARCHAR2,,
3688,1,13,PRIMARY_SSN,VARCHAR2,,150,288530,1521,1670,,,,,VARCHAR2,,
3688,1,14,PRIMARY_UID,VARCHAR2,,150,288531,1671,1820,,,,,VARCHAR2,,
