LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
751,1,1,Reporting_Corp,VARCHAR2,,8,57373,1,8,,,,,VARCHAR2,,
751,1,2,Groupno,VARCHAR2,,8,57374,9,16,,,,,VARCHAR2,,
751,1,3,Plan,VARCHAR2,,8,57375,17,24,,,,,VARCHAR2,,
751,1,4,Reporting_Location,VARCHAR2,,4,57376,25,28,,,,,VARCHAR2,,
751,1,5,Location,VARCHAR2,,4,57377,29,32,,,,,VARCHAR2,,
751,1,6,Enrollee_BenefiT_Class,VARCHAR2,,4,57378,33,36,,,,,VARCHAR2,,
751,1,7,Enrollee_Type,VARCHAR2,,1,57379,37,37,,,,,VARCHAR2,,
751,1,8,Status,VARCHAR2,,1,57380,38,38,,,,,VARCHAR2,,
751,1,9,Enrollee_Variable_1,VARCHAR2,,10,57381,39,48,,,,,VARCHAR2,,
751,1,10,Enrollee_Variable_2,VARCHAR2,,10,57382,49,58,,,,,VARCHAR2,,
751,1,11,Client_Report_Code,VARCHAR2,,5,57383,59,63,,,,,VARCHAR2,,
751,1,12,Bill_Print_Code,VARCHAR2,,5,57384,64,68,,,,,VARCHAR2,,
751,1,13,Enrollee_SSN,VARCHAR2,,9,57385,69,77,,,,,VARCHAR2,,
751,1,14,Enrollee_Last_Name,VARCHAR2,,16,57386,78,93,,,,,VARCHAR2,,
751,1,15,Enrollee_First_Name,VARCHAR2,,16,57387,94,109,,,,,VARCHAR2,,
751,1,16,Enrollee_Middle_Initial,VARCHAR2,,1,57388,110,110,,,,,VARCHAR2,,
751,1,17,Enrollee_Number,VARCHAR2,,10,57389,111,120,,,,,VARCHAR2,,
751,1,18,Member_Code,VARCHAR2,,1,57390,121,121,,,,,VARCHAR2,,
751,1,19,Member_Last_Name,VARCHAR2,,16,57391,122,137,,,,,VARCHAR2,,
751,1,20,Member_First_Name,VARCHAR2,,16,57392,138,153,,,,,VARCHAR2,,
751,1,21,Relationship,VARCHAR2,,1,57393,154,154,,,,,VARCHAR2,,
751,1,22,Dependent_SSN,VARCHAR2,,9,57394,155,163,,,,,VARCHAR2,,
751,1,23,Original_Effective_Date,DATE,YYYYMMDD,8,57395,164,171,,,,,DATE,,
751,1,24,Current_Ben_EffDate,DATE,YYYYMMDD,8,57396,172,179,,,,,DATE,,
751,1,25,Curr_EffDate_PrimBen,DATE,YYYYMMDD,8,57397,180,187,,,,,DATE,,
751,1,26,Indiv_TermDate,DATE,YYYYMMDD,8,57398,188,195,,,,,DATE,,
751,1,27,TermDate_PrimBen,DATE,YYYYMMDD,8,57399,196,203,,,,,DATE,,
751,1,28,Birth_Date,DATE,YYYYMMDD,8,57400,204,211,,,,,DATE,,
751,1,29,Gender,VARCHAR2,,1,57401,212,212,,,,,VARCHAR2,,
751,1,30,Address_1,VARCHAR2,,25,57402,213,237,,,,,VARCHAR2,,
751,1,31,Address_2,VARCHAR2,,25,57403,238,262,,,,,VARCHAR2,,
751,1,32,City,VARCHAR2,,15,57404,263,277,,,,,VARCHAR2,,
751,1,33,State,VARCHAR2,,2,57405,278,279,,,,,VARCHAR2,,
751,1,34,Zip,VARCHAR2,,10,57406,280,289,,,,,VARCHAR2,,
