LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3131,2,1,RECTYP,VARCHAR2,,1,253466,1,1,,,,,VARCHAR2,,
3131,2,2,GROUPName,VARCHAR2,,20,253467,2,21,,,,,VARCHAR2,,
3131,2,3,PARTIC,VARCHAR2,,20,253468,22,41,,,,,VARCHAR2,,
3131,2,4,DEP,VARCHAR2,,2,253469,42,43,,,,,VARCHAR2,,
3131,2,5,EFFDT,DATE,YYYYMMDD,8,253470,44,51,,,,,DATE,,
3131,2,6,END,DATE,YYYYMMDD,8,253471,52,59,,,,,DATE,,
3131,2,7,LAST,VARCHAR2,,15,253472,60,74,,,,,VARCHAR2,,
3131,2,8,FIRST,VARCHAR2,,15,253473,75,89,,,,,VARCHAR2,,
3131,2,9,MI,VARCHAR2,,1,253474,90,90,,,,,VARCHAR2,,
3131,2,10,SEX,VARCHAR2,,1,253475,91,91,,,,,VARCHAR2,,
3131,2,11,DOB,DATE,YYYYMMDD,8,253476,92,99,,,,,DATE,,
3131,2,12,SSN,VARCHAR2,,9,253477,100,108,,,,,VARCHAR2,,
3131,2,13,DIV,VARCHAR2,,4,253478,109,112,,,,,VARCHAR2,,
3131,2,14,COVCAT,VARCHAR2,,48,253479,113,160,,,,,VARCHAR2,,
3131,2,15,PLAN,VARCHAR2,,320,253480,161,480,,,,,VARCHAR2,,
3131,2,16,DOD,DATE,YYYYMMDD,8,253481,481,488,,,,,DATE,,
3131,2,17,MARIT,VARCHAR2,,1,253482,489,489,,,,,VARCHAR2,,
3131,2,18,SMOKE,VARCHAR2,,1,253483,490,490,,,,,VARCHAR2,,
3131,2,19,RELAT,VARCHAR2,,1,253484,491,491,,,,,VARCHAR2,,
3131,2,20,COBRA,VARCHAR2,,1,253485,492,492,,,,,VARCHAR2,,
3131,2,21,DISAB,VARCHAR2,,1,253486,493,493,,,,,VARCHAR2,,
3131,2,22,EXTEND,DATE,YYYYMMDD,8,253487,494,501,,,,,DATE,,
3131,2,23,TRMDTE,DATE,YYYYMMDD,8,253488,502,509,,,,,DATE,,
3131,2,24,PREXD1,VARCHAR2,,24,253489,510,533,,,,,VARCHAR2,,
3131,2,25,PREXD2,VARCHAR2,,24,253490,534,557,,,,,VARCHAR2,,
3131,2,26,EXTDIA,VARCHAR2,,18,253491,558,575,,,,,VARCHAR2,,
3131,2,27,EXTDTE,DATE,YYYYMMDD,24,253492,576,599,,,,,DATE,,
3131,2,28,REMK1,VARCHAR2,,14,253493,600,613,,,,,VARCHAR2,,
3131,2,29,COVFR1,VARCHAR2,,8,253494,614,621,,,,,VARCHAR2,,
3131,2,30,PLAN1,VARCHAR2,,20,253495,622,641,,,,,VARCHAR2,,
3131,2,31,COVG1,VARCHAR2,,3,253496,642,644,,,,,VARCHAR2,,
3131,2,32,COVFR2,VARCHAR2,,8,253497,645,652,,,,,VARCHAR2,,
3131,2,33,PLAN2,VARCHAR2,,20,253498,653,672,,,,,VARCHAR2,,
3131,2,34,COVG2,VARCHAR2,,3,253499,673,675,,,,,VARCHAR2,,
3131,2,35,FTSFLG,VARCHAR2,,1,253500,676,676,,,,,VARCHAR2,,
3131,2,36,FTSGRD,VARCHAR2,,8,253501,677,684,,,,,VARCHAR2,,
