LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
4707,1,5,FROM_DATE,DATE,YYYYMMDD,8,349357,161,168,,,,,DATE,,
4707,1,6,THRU_DATE,DATE,YYYYMMDD,8,349358,169,176,,,,,DATE,,
4707,1,7,HEALTH_PLAN_NAME,VARCHAR2,,50,349359,177,226,,,,,VARCHAR2,,
4707,1,8,COVERAGE_TIER,VARCHAR2,,50,349360,227,276,,,,,VARCHAR2,,
4707,1,9,MEMBER_FIRST_NAME,VARCHAR2,,30,349361,277,306,,,,,VARCHAR2,,
4707,1,10,MEMBER_LAST_NAME,VARCHAR2,,30,349362,307,336,,,,,VARCHAR2,,
4707,1,11,GENDER,VARCHAR2,,5,349363,337,341,,,,,VARCHAR2,,
4707,1,12,PATIENT_DOB,DATE,YYYYMMDD,200,349364,342,541,,,,,DATE,,
4707,1,13,ZIP,VARCHAR2,,10,349365,542,551,,,,,VARCHAR2,,
4707,1,14,EMPADDRESS1,VARCHAR2,,35,349366,552,586,,,,,VARCHAR2,,
4707,1,15,EMPCITY,VARCHAR2,,25,349367,587,611,,,,,VARCHAR2,,
4707,1,16,EMPSTATE,VARCHAR2,,5,349368,612,616,,,,,VARCHAR2,,
4707,1,17,EMPZIP,VARCHAR2,,10,349369,617,626,,,,,VARCHAR2,,
4707,1,1,EE_SSN,VARCHAR2,,50,349353,1,50,,,,,VARCHAR2,,
4707,1,2,PERSON_SSN,VARCHAR2,,50,349354,51,100,,,,,VARCHAR2,,
4707,1,3,UNIQUE_PERSON_ID,VARCHAR2,,50,349355,101,150,,,,,VARCHAR2,,
4707,1,4,RELATIONSHIP,VARCHAR2,,10,349356,151,160,,,,,VARCHAR2,,
