2040,1,1,HMOorPPO,VARCHAR2,8
2040,1,2,MemberID,VARCHAR2,200
2040,1,3,MemberName,VARCHAR2,200
2040,1,4,DRUG_NAME,VARCHAR2,200
2040,1,5,DRG_STRENG,VARCHAR2,200
2040,1,6,TOTAL_PAID,NUMBER,20
2040,1,7,PHAR_NPI_N,VARCHAR2,200
2040,1,8,PROD_ID,VARCHAR2,200
2040,1,9,PRES_NPI_N,VARCHAR2,200
2040,1,10,SERVICE_DT,DATE,20
2040,1,11,MANUFACTUR,VARCHAR2,200
2040,1,12,COINSAMT,NUMBER,20
2040,1,13,INGREDIENT_COST,NUMBER,20
2040,1,14,DISPENSEFEE,NUMBER,20
2040,1,15,PLAN_DS,NUMBER,20
2040,1,16,MBR_LST_NM,VARCHAR2,200
2040,1,17,MBR_FST_NM,VARCHAR2,200
2040,1,18,MBR_DOB,DATE,20
2040,1,19,MBR_GEN,VARCHAR2,200
2040,1,20,FORM_STAT,VARCHAR2,200
2040,1,21,SF_PROC_DT,DATE,20
2040,1,22,BRND_GEN_I,VARCHAR2,200
