4020,1,1,CLAIM_ID,VARCHAR2,150
4020,1,2,CLAIM_DT,TIMESTAMP,150
4020,1,3,CLAIM_TYPE_CD,VARCHAR2,150
4020,1,4,BIN,VARCHAR2,150
4020,1,5,PCN,VARCHAR2,150
4020,1,6,GROUP_ID,VARCHAR2,150
4020,1,7,PLAN_ID,VARCHAR2,150
4020,1,8,SUBMITTED_GROUP,VARCHAR2,150
4020,1,9,PLAN_TYPE_CD,VARCHAR2,150
4020,1,10,CARDHOLDER_ID,VARCHAR2,150
4020,1,11,PERSON_CD,VARCHAR2,150
4020,1,12,RX_NUM,VARCHAR2,150
4020,1,13,FILL_DT,DATE,150
4020,1,14,REFILL_NUM,VARCHAR2,150
4020,1,15,PHARMACY_NPI,VARCHAR2,150
4020,1,16,AUTH_NUM,VARCHAR2,150
4020,1,17,NDC,VARCHAR2,150
4020,1,18,NDC_DESCRIPTION,VARCHAR2,150
4020,1,19,SINGLE_SRC_IND,VARCHAR2,150
4020,1,20,DISPENSE_QTY,NUMBER,150
4020,1,21,DAYS_SUPPLY,NUMBER,150
4020,1,22,DAW_CD,VARCHAR2,150
4020,1,23,PRESCRIBER_ID,VARCHAR2,150
4020,1,24,PRESCRIBER_LNAME,VARCHAR2,150
4020,1,25,INS_PD_AMT,NUMBER,150
4020,1,26,MEMBER_PD_AMT,NUMBER,150
4020,1,27,DEDUCTIBLE_AMT,NUMBER,150
4020,1,28,OTHER_PAYER_PD_AMT,NUMBER,150
4020,1,29,INGRED_COST_AMT,NUMBER,150
4020,1,30,DISPENSE_FEE_AMT,NUMBER,150
4020,1,31,COPAY_AMT,NUMBER,150
4020,1,32,DIFFERENCE_PD_AMT,NUMBER,150
4020,1,33,PATIENT_LNAME,VARCHAR2,150
4020,1,34,PATIENT_FNAME,VARCHAR2,150
4020,1,35,PATIENT_DOB,DATE,150
4020,1,36,GENDER_CD,VARCHAR2,150
4020,1,37,RELATIONSHIP_CD,VARCHAR2,150
