LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
3238,1,1,BUSSTARTDATE,DATE
3238,1,2,BUSENDDATE,DATE
3238,1,3,JOBID,VARCHAR2
3238,1,4,FEEDRECORDID,VARCHAR2
3238,1,5,CREATEDDATE,VARCHAR2
3238,1,6,L_SID,VARCHAR2
3238,1,7,MEMBER_ID_INDIVIDUAL_ID,VARCHAR2
3238,1,8,EFFECTIVE_MONTH,VARCHAR2
3238,1,9,MEMBER_PREFIX_NAME,VARCHAR2
3238,1,10,MEMBER_LAST_NAME,VARCHAR2
3238,1,11,MEMBER_FIRST_NAME,VARCHAR2
3238,1,12,MEMBER_SUFFIX_NAME,VARCHAR2
3238,1,13,MEMBER_GENDER,VARCHAR2
3238,1,14,MEMBER_DATE_OF_BIRTH,DATE
3238,1,15,MEMBER_ADDRESS_LINE1,VARCHAR2
3238,1,16,MEMBER_ADDRESS_LINE2,VARCHAR2
3238,1,17,MEMBER_CITY,VARCHAR2
3238,1,18,MEMBER_STATE,VARCHAR2
3238,1,19,MEMBER_COUNTY_CODE,VARCHAR2
3238,1,20,MEMBER_ZIPCODE,VARCHAR2
3238,1,21,MEMBER_PHONE_NUMBER,VARCHAR2
3238,1,22,MEMBER_SOURCE_MEMBER_ID,VARCHAR2
3238,1,23,MEMBER_RELATIONSHIP_EMPLOYEE,VARCHAR2
3238,1,24,MEMBERS_SSN,VARCHAR2
3238,1,25,HIERARCHY_LEVEL_1,VARCHAR2
3238,1,26,HIERARCHY_LEVEL_2,VARCHAR2
3238,1,27,HIERARCHY_LEVEL_3,VARCHAR2
3238,1,28,HIERARCHY_LEVEL_5,VARCHAR2
3238,1,29,HIERARCHY_LEVEL_6,VARCHAR2
3238,1,30,EMPLOYEE_LAST_NAME,VARCHAR2
3238,1,31,EMPLOYEE_FIRST_NAME_OR_INITIAL,VARCHAR2
3238,1,32,EMPLOYEE_GENDER,VARCHAR2
3238,1,33,EMPLOYEE_DATE_OF_BIRTH,DATE
3238,1,34,EMPLOYEE_ZIP_CODE,VARCHAR2
3238,1,35,EMPLOYEE_STATE,VARCHAR2
3238,1,36,EMPLOYEE_COUNTY_CODE,VARCHAR2
3238,1,37,EMPLOYEE_SSN,VARCHAR2
3238,1,38,SOURCE_SYSTEM_PLATFORM,VARCHAR2
3238,1,39,GENERAL_CATEGORY_HEALTH_PLAN,VARCHAR2
3238,1,40,LINE_OF_BUSINESS,VARCHAR2
3238,1,41,FUNDING_ARRANGEMENT,VARCHAR2
3238,1,42,COVERAGE_TYPE_CODE,VARCHAR2
3238,1,43,NETWORK_IDENTIFIER,VARCHAR2
3238,1,44,CUSTOMER_SEGMENT,VARCHAR2
3238,1,45,MEDICAL_INDICATOR,VARCHAR2
3238,1,46,DRUG_INDICATOR,VARCHAR2
3238,1,47,SUBSTANCE_ABUSE_INDICATOR,VARCHAR2
3238,1,48,MENTAL_HEALTH_INDICATOR,VARCHAR2
3238,1,49,INDIVIDUAL_ORIGINAL_EFF_DATE,DATE
3238,1,50,PCP_PROVIDER_TAXID_NUMBER_TIN,VARCHAR2
3238,1,51,PCP_PROVIDER_PIN,NUMBER
3238,1,52,PCP_PROVIDER_NAME_LAST_OR_FULL,VARCHAR2
3238,1,53,PCP_PROVIDER_STREET_ADDRESS_1,VARCHAR2
3238,1,54,PCP_PROVIDER_STREET_ADDRESS_2,VARCHAR2
3238,1,55,PCP_PROVIDER_CITY,VARCHAR2
3238,1,56,PCP_PROVIDER_STATE,VARCHAR2
3238,1,57,PCP_PROVIDER_ZIP_CODE,VARCHAR2
3238,1,58,PCP_PROVIDER_NPI_NUMBER,VARCHAR2
3238,1,59,PCP_PROVIDER_SPECIALTY_CODE,VARCHAR2
3238,1,60,ORGANIZATION_ID,VARCHAR2
3238,1,61,FROM_ATTRIBUTION_DATE_OF_VISIT,DATE
3238,1,62,FROM_ATTRIBUTION_DATE_OF_LAST,DATE
3238,1,63,FROM_ATTRIBUTION_NUMBER_VISITS,NUMBER
3238,1,64,ATTRIBUTED_PROVIDER_TAX_ID_TIN,VARCHAR2
3238,1,65,ATTRIBUTED_PROVIDER_PIN,NUMBER
3238,1,66,ATTRIBUTED_PROVIDER_NAME_FULL,VARCHAR2
3238,1,67,ATTRIBUTED_PROVIDER_ADDRESS_1,VARCHAR2
3238,1,68,ATTRIBUTED_PROVIDER_ADDRESS_2,VARCHAR2
3238,1,69,ATTRIBUTED_PROVIDER_CITY,VARCHAR2
3238,1,70,ATTRIBUTED_PROVIDER_STATE,VARCHAR2
3238,1,71,ATTRIBUTED_PROVIDER_ZIP_CODE,VARCHAR2
3238,1,72,ATTRIBUTED_PROVIDER_NPI_NUMBER,VARCHAR2
3238,1,73,ATTRIBUTED_PROVIDER_SPEC_CODE,VARCHAR2
3238,1,74,ATTRIBUTION_RECORD_STATUS,VARCHAR2
3238,1,75,ATTRIBUTION_ORIGINAL_EFF_DATE,DATE
3238,1,76,ATTRIBUTION_CANCEL_DATE,DATE
3238,1,77,MEMBER_CUMB_ID,VARCHAR2
3238,1,78,EMPLOYE_CUMB_ID,VARCHAR2
3238,1,79,MIDDLE_NAME,VARCHAR2
3238,1,80,INDIVIDUAL_ID,VARCHAR2
3238,1,81,PULSE_SCORE_POINT_IN_TIME,VARCHAR2
3238,1,82,ERGPROSPECTIVE_SCORE_POINTTIME,VARCHAR2
3238,1,83,ERG_RETROSPECTIVE_POINT_TIME,VARCHAR2
3238,1,84,AETNA_LINE_OF_BUSINESS,VARCHAR2
3238,1,85,AETNA_CARD_ID,VARCHAR2
3238,1,86,EMPLOYER_NAME,VARCHAR2
3238,1,87,CURRENT_RECORD_INDICATOR,VARCHAR2
3238,1,88,SEQUENCE_NUMBER,VARCHAR2
3238,1,89,SPACE_FOR_EXPANSION,VARCHAR2
3238,1,90,END_OF_RECORD_MARKER,VARCHAR2
