LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2578,1,1,CompanyCode,VARCHAR2
2578,1,2,PERSONID,VARCHAR2
2578,1,3,BirthDate,DATE
2578,1,4,Gender,VARCHAR2
2578,1,5,RelationshipCode,VARCHAR2
2578,1,6,RelationTrustCode,VARCHAR2
2578,1,7,EmployeeStatusCode,VARCHAR2
2578,1,8,ZipCode,VARCHAR2
2578,1,9,MedicareIndicator,VARCHAR2
2578,1,10,PlanCode,VARCHAR2
2578,1,11,MedicalCoverageIndicator,VARCHAR2
2578,1,12,FullyInsuredIndicator,VARCHAR2
2578,1,13,MonthofEligibility,VARCHAR2
2578,1,14,MSACode,VARCHAR2
2578,1,15,AdjustmentServiceDate,DATE
2578,1,16,AdminFeeMedicalAmount,NUMBER
2578,1,17,AgeInMonths,VARCHAR2
2578,1,18,AgeInYears,VARCHAR2
2578,1,19,CoverageTierCode,VARCHAR2
2578,1,20,CoverageIndicatorDental,VARCHAR2
2578,1,21,CoverageIndicatorDrug,VARCHAR2
2578,1,22,DualEntitlementIndicator,VARCHAR2
2578,1,23,DataSourceCodeEligibility,VARCHAR2
2578,1,24,DateofEligibilityEnd,DATE
2578,1,25,DateofEligibilityStart,DATE
2578,1,26,AgeInYearsEmployee,VARCHAR2
2578,1,27,EmployeeCount,VARCHAR2
2578,1,28,EmployeeContributionMedical,VARCHAR2
2578,1,29,GenderCodeEmployee,VARCHAR2
2578,1,30,ESRDEffectiveDate,DATE
2578,1,31,DateESRDEnds,DATE
2578,1,32,DateESRDFirstDialysis,DATE
2578,1,33,ESRDIndicator,VARCHAR2
2578,1,34,DateESRDTransplantFailure,DATE
2578,1,35,DateESRDTransplant,DATE
2578,1,36,DateESRDFirstTraining,DATE
2578,1,37,UnencryptedEmpssnCode,VARCHAR2
2578,1,38,GrandfatherIndicator,VARCHAR2
2578,1,39,CoverageIndicatorHearing,VARCHAR2
2578,1,40,DateofHire,DATE
2578,1,41,LaborUnionCode,VARCHAR2
2578,1,42,EmployeeStatusCodeMedstat,VARCHAR2
2578,1,43,RelationshipCodeMedstat,VARCHAR2
2578,1,44,MedicarePartAEffectiveDate,DATE
2578,1,45,MedicarePartAEndDate,DATE
2578,1,46,MedicarePartAIndicator,VARCHAR2
2578,1,47,MedicarePartBEffectiveDate,DATE
2578,1,48,MedicarePartBEndDate,DATE
2578,1,49,MedicarePartBIndicator,VARCHAR2
2578,1,50,MedicarePartCEffectiveDate,DATE
2578,1,51,MedicarePartCEndDate,DATE
2578,1,52,MedicarePartCIndicator,VARCHAR2
2578,1,53,MedicarePartDEffectiveDate,DATE
2578,1,54,MedicarePartDEndDate,DATE
2578,1,55,MedicarePartDIndicator,VARCHAR2
2578,1,56,DateMedicarePrimacyEffective,DATE
2578,1,57,MedicarePrimacyIndicator,VARCHAR2
2578,1,58,MemberSsnCode,VARCHAR2
2578,1,59,ThirtyMonthWaitPeriodIndictr,VARCHAR2
2578,1,60,OutOfCountryCode,VARCHAR2
2578,1,61,PartDClaimSanctionIndicator,VARCHAR2
2578,1,62,PopulationCount,VARCHAR2
2578,1,63,PremiumPaidMedicalAmount,NUMBER
2578,1,64,CoverageIndicatorMHSA,VARCHAR2
2578,1,65,RDSSubsidyIndicator,VARCHAR2
2578,1,66,RegionCode,VARCHAR2
2578,1,67,DateRetired,DATE
2578,1,68,SalariedIndicator,VARCHAR2
2578,1,69,UnencrFirstNameCode,VARCHAR2
2578,1,70,UnencrLastNameCode,VARCHAR2
2578,1,71,UnencryAddressCode,VARCHAR2
2578,1,72,UnencryAddress2Code,VARCHAR2
2578,1,73,UnionWorkerIndicator,VARCHAR2
2578,1,74,CoverageIndicatorVision,VARCHAR2
2578,1,75,YearsofService,VARCHAR2
2578,1,76,ProtectedCode,VARCHAR2
2578,1,77,MedicareEntitlementReasonCode,VARCHAR2
2578,1,78,Date_of_Death,DATE
2578,1,79,Fully_Insured_Indicator_Drug,VARCHAR2
2578,1,80,HICN,VARCHAR2
