LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1591,1,1,EMPLOYERNAME,VARCHAR2
1591,1,2,PARENTSSN,VARCHAR2
1591,1,3,COVEREDSSN,VARCHAR2
1591,1,4,ORIGINALUSERSSN,VARCHAR2
1591,1,5,CLASSNAME,VARCHAR2
1591,1,6,COMPANYNAME,VARCHAR2
1591,1,7,DIVISIONNAME,VARCHAR2
1591,1,8,DEPARTMENTNAME,VARCHAR2
1591,1,9,BRANCHNAME,VARCHAR2
1591,1,10,LOCATIONNAME,VARCHAR2
1591,1,11,POSITIONNAME,VARCHAR2
1591,1,12,UNIONLOCALNO,VARCHAR2
1591,1,13,LASTNAME,VARCHAR2
1591,1,14,FIRSTNAME,VARCHAR2
1591,1,15,MIDDLENAME,VARCHAR2
1591,1,16,GENDER,VARCHAR2
1591,1,17,BIRTHDATE,DATE
1591,1,18,MARITALSTATUS,VARCHAR2
1591,1,19,EMPLOYMENTSTATUS,VARCHAR2
1591,1,20,EXEMPT,VARCHAR2
1591,1,21,EMPLOYEEID,VARCHAR2
1591,1,22,AGEASOFPLANYEARSTART,VARCHAR2
1591,1,23,PAYROLLSCHEDULEID,VARCHAR2
1591,1,24,PAYROLLSCHEDULENAME,VARCHAR2
1591,1,25,PAYROLLKEY,VARCHAR2
1591,1,26,DIRECTBILL,VARCHAR2
1591,1,27,DATEOFORIGINALHIRE,DATE
1591,1,28,DATEOFREHIRE,DATE
1591,1,29,DATEOFTERMINATION,DATE
1591,1,30,DATEOFRETIREMENT,DATE
1591,1,31,STATEWORKS,VARCHAR2
1591,1,32,GROUPNUMBER,VARCHAR2
1591,1,33,PLANNAME,VARCHAR2
1591,1,34,TIERNAME,VARCHAR2
1591,1,35,BENEFITSTARTDATE,DATE
1591,1,36,BENEFITENDDATE,DATE
1591,1,37,ELECTIONSTARTDATE,DATE
1591,1,38,ELECTIONENDDATE,DATE
1591,1,39,COVERAGE,VARCHAR2
1591,1,40,MONTHLYCONTRIBUTION,VARCHAR2
