LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
147,1,1,RECORDTYPE,VARCHAR2
147,1,2,EMPLOYERCODE,VARCHAR2
147,1,3,EMPLOYEEPERSONINTID,VARCHAR2
147,1,4,SOCIALSECURITYNUMBER,VARCHAR2
147,1,5,GENDER,VARCHAR2
147,1,6,BIRTHDATE,DATE
147,1,7,CITY,VARCHAR2
147,1,8,STATECODE,VARCHAR2
147,1,9,ZIPCODE,VARCHAR2
147,1,10,COUNTRYCODE,VARCHAR2
147,1,11,EMPLOYMENTSTATUS,VARCHAR2
147,1,12,EMPLOYEETYPE,VARCHAR2
147,1,13,BUSINESSUNIT,VARCHAR2
147,1,14,WORKLOCATION,VARCHAR2
147,1,15,UNIONNONUNIONIND,VARCHAR2
147,1,16,FULLTIMEPARTTIMEIND,VARCHAR2
147,1,17,CUSTDEFINEDFIELD1,VARCHAR2
147,1,18,CUSTDEFINEDFIELD2,VARCHAR2
147,1,19,CUSTDEFINEDFIELD3,VARCHAR2
147,1,20,CUSTDEFINEDFIELD4,VARCHAR2
147,1,21,CUSTDEFINEDFIELD5,VARCHAR2
147,1,22,CUSTDEFINEDFIELD6,VARCHAR2
147,1,23,JOBCLASSIFICATION,VARCHAR2
147,1,24,HIREDATE,DATE
147,1,25,REHIREDATE,DATE
147,1,26,RETIREMENTDATE,DATE
147,1,27,BENEFITSERVICEDATE,DATE
147,1,28,COMPENSATIONRATE,VARCHAR2
147,1,29,MEDICAREELIGIBLEIND,VARCHAR2
147,1,30,BENEFITPLANYEARBEGINDATE,DATE
147,1,31,MEDPLANID,VARCHAR2
147,1,32,MEDOPTIONID,VARCHAR2
147,1,33,MEDCOVERAGECATEGORY,VARCHAR2
147,1,34,MEDCOVERAGEID,VARCHAR2
147,1,35,MEDCARRIERCODE,VARCHAR2
147,1,36,MEDPRODUCTTYPECODE,VARCHAR2
147,1,37,PRESPDRUGCOVERAGEID,VARCHAR2
147,1,38,PRESPDRUGCARRIERCODE,VARCHAR2
147,1,39,MEDEFFECTIVEBEGINDATE,DATE
147,1,40,MEDEFFECTIVEENDDATE,DATE
147,1,41,MEDCONTRIBUTION,NUMBER
