LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1105,1,1,Member_ID,VARCHAR2
1105,1,2,Contract_Type_Description,VARCHAR2
1105,1,3,Member_Relationship_Desc,VARCHAR2
1105,1,4,Member_First_Name,VARCHAR2
1105,1,5,Member_Last_Name,VARCHAR2
1105,1,6,Member_Gender_Code,VARCHAR2
1105,1,7,Member_Birth_Date,DATE
1105,1,8,Member_Address_Line_1,VARCHAR2
1105,1,9,Member_Address_Line_2,VARCHAR2
1105,1,10,Member_City,VARCHAR2
1105,1,11,Member_State,VARCHAR2
1105,1,12,Member_County,VARCHAR2
1105,1,13,Member_Zip,VARCHAR2
1105,1,14,Group_Number,VARCHAR2
1105,1,15,Subgroup_Number,VARCHAR2
1105,1,16,Line_of_Business_Description,VARCHAR2
1105,1,17,Plan_ID,VARCHAR2
1105,1,18,Product_ID,VARCHAR2
1105,1,19,Class_ID,VARCHAR2
1105,1,20,Coverage_Begin_Date,DATE
1105,1,21,Coverage_End_Date,DATE
