LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2896,1,1,MEMBERSHIPID,VARCHAR2
2896,1,2,MEMSSN,VARCHAR2
2896,1,3,DEPSEX,VARCHAR2
2896,1,4,DEPFIRSTNAME,VARCHAR2
2896,1,5,DEPLASTNAME,VARCHAR2
2896,1,6,ADDRESSLINE1,VARCHAR2
2896,1,7,ADDRESSLINE2,VARCHAR2
2896,1,8,ADDRESSCITY,VARCHAR2
2896,1,9,ADDRESSSTATE,VARCHAR2
2896,1,10,ADDRESSZIP,VARCHAR2
2896,1,11,PHONENUMBER,VARCHAR2
2896,1,12,DOB,DATE
2896,1,13,EFFDATE,DATE
2896,1,14,TERMDATE,DATE
2896,1,15,ALTID,VARCHAR2
2896,1,16,SCRSSN,VARCHAR2
2896,1,17,RELCD,VARCHAR2
2896,1,18,SGROUPID,VARCHAR2
2896,1,19,BENEPACK,VARCHAR2
2896,1,20,PRODTYPE,VARCHAR2
2896,1,21,MEMSTAT,VARCHAR2
2896,1,22,DEPSEQUENCE,VARCHAR2
