LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
3943,1,17,ZIP,VARCHAR2
3943,1,22,MEDICARE,VARCHAR2
3943,1,27,EFFECTIVE_DATE_1,DATE
3943,1,33,EFFECTIVE_DATE_2,DATE
3943,1,39,EFFECTIVE_DATE_3,DATE
3943,1,45,PRIMARY_CARE_SUFFIX,VARCHAR2
3943,1,51,MEMBER_HIC_NUMBER,VARCHAR2
3943,1,57,EMPLOYEE_RETIRE_DATE,DATE
3943,1,19,AGE,VARCHAR2
3943,1,3,COMPANY_NUMBER,VARCHAR2
3943,1,4,LOCATION_CODE,VARCHAR2
3943,1,5,DEPARTMENT_CODE,VARCHAR2
3943,1,6,EMPLOYEE_ID_NUMBER,VARCHAR2
3943,1,7,EMPLOYEE_DEPENDENT,VARCHAR2
3943,1,8,RELATION_CODE,VARCHAR2
3943,1,9,EMPLOYEE_STATUS,VARCHAR2
3943,1,10,MARITAL_STATUS,VARCHAR2
3943,1,11,EMPLOYEE_LAST_NAME,VARCHAR2
3943,1,12,EMPLOYEE_MIDDLE_INT,VARCHAR2
3943,1,13,ADDRESS_LINE_1,VARCHAR2
3943,1,14,ADDRESS_LINE_2,VARCHAR2
3943,1,15,CITY,VARCHAR2
3943,1,16,STATE,VARCHAR2
3943,1,18,BIRTH_DATE,DATE
3943,1,20,SEX_CODE,VARCHAR2
3943,1,21,STUDENT_STATUS,VARCHAR2
3943,1,23,PRE_EXISTING,VARCHAR2
3943,1,24,PLAN_TYPE_1,VARCHAR2
3943,1,25,PLAN_NUMBER_1_,VARCHAR2
3943,1,26,COVERAGE_CODE_1,VARCHAR2
3943,1,28,TERMINATION_DATE_1,DATE
3943,1,29,BILLING_RATE_1,VARCHAR2
3943,1,30,PLAN_TYPE_2,VARCHAR2
3943,1,31,PLAN_NUMBER_2,VARCHAR2
3943,1,32,COVERAGE_CODE_2,VARCHAR2
3943,1,34,TERMINATION_DATE_2,DATE
3943,1,35,BILLING_RATE_2,VARCHAR2
3943,1,36,PLAN_TYPE_3,VARCHAR2
3943,1,37,PLAN_NUMBER_3_,VARCHAR2
3943,1,38,COVERAGE_CODE_3,VARCHAR2
3943,1,40,TERMINATION_DATE_3,DATE
3943,1,41,BILLING_RATE_3,VARCHAR2
3943,1,42,OTHER_INSURANCE_ID,VARCHAR2
3943,1,43,RELATION_SORT_KEY,VARCHAR2
3943,1,44,PRIMARY_CARE_PHYS,VARCHAR2
3943,1,46,UNIQUE_RELA_CODE,VARCHAR2
3943,1,47,MEDICARE_SUBSIDY_FLAG,VARCHAR2
3943,1,48,MEDICARE_SUBSIDY_EFF,VARCHAR2
3943,1,49,MEDICARE_SUBSIDY_TERM,VARCHAR2
3943,1,50,DEPENDENT_SSN,VARCHAR2
3943,1,52,WELLS_FARGO_UNIQUE_ID,VARCHAR2
3943,1,53,WELLS_FARGO_UNIQUE_DPND_ID,VARCHAR2
3943,1,54,NUMERIC_UNIQUE_ID,VARCHAR2
3943,1,55,ALPHA_UNIQUE_ID,VARCHAR2
3943,1,56,EMPLOYEE_HIRE_DATE,DATE
3943,1,58,ACCOUNT_CLASSIFICATION,VARCHAR2
3943,1,59,COBRA_EFFECTIVE_DATE,DATE
3943,1,60,MEDICARE_D_WRAP_EFF_DT,DATE
3943,1,61,MEDICARE_D_WRAP_TERM,VARCHAR2
3943,1,62,MEDCARE_REASON_CODE,VARCHAR2
