LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1979,1,11,STREET,VARCHAR2
1979,1,12,STREET2,VARCHAR2
1979,1,13,CITY,VARCHAR2
1979,1,14,STATE,VARCHAR2
1979,1,15,ZIP,VARCHAR2
1979,1,16,PHONE,VARCHAR2
1979,1,17,PRACTIONER_ON_RECORD,VARCHAR2
1979,1,1,POLICY_ID,VARCHAR2
1979,1,2,hznkey,VARCHAR2
1979,1,3,FIRST_NAME,VARCHAR2
1979,1,4,LAST_NAME,VARCHAR2
1979,1,5,DOB,DATE
1979,1,6,GENDER,VARCHAR2
1979,1,7,REASON_CD,VARCHAR2
1979,1,8,PANEL_STATUS,VARCHAR2
1979,1,9,RX_STATUS,VARCHAR2
1979,1,10,PRODUCT,VARCHAR2
