LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
4615,1,19,CUSTDEFINEDFIELD3,VARCHAR2
4615,1,20,CUSTDEFINEDFIELD4,VARCHAR2
4615,1,21,CUSTDEFINEDFIELD5,VARCHAR2
4615,1,22,CUSTDEFINEDFIELD6,VARCHAR2
4615,1,23,JOBCLASSIFICATION,VARCHAR2
4615,1,24,HIREDATE,DATE
4615,1,25,REHIREDATE,DATE
4615,1,26,RETIREMENTDATE,DATE
4615,1,27,BENEFITSERVICEDATE,DATE
4615,1,28,COMPENSATIONRATE,VARCHAR2
4615,1,29,MEDICAREELIGIBLEIND,VARCHAR2
4615,1,30,BENEFITPLANYEARBEGINDATE,VARCHAR2
4615,1,31,MEDPLANID,VARCHAR2
4615,1,32,MEDOPTIONID,VARCHAR2
4615,1,33,MEDCOVERAGECATEGORY,VARCHAR2
4615,1,34,MEDCOVERAGEID,VARCHAR2
4615,1,35,MEDCARRIERCODE,VARCHAR2
4615,1,36,MEDPRODUCTTYPECODE,VARCHAR2
4615,1,37,PRESPDRUGCOVERAGEID,VARCHAR2
4615,1,38,PRESPDRUGCARRIERCODE,VARCHAR2
4615,1,39,MEDEFFECTIVEBEGINDATE,DATE
4615,1,40,MEDEFFECTIVEENDDATE,DATE
4615,1,41,MEDCONTRIBUTION,NUMBER
4615,1,42,MEDPREMIUM,NUMBER
4615,1,43,MEDASOFEE,NUMBER
4615,1,44,MEDFUNDINGIND,VARCHAR2
4615,1,45,PRESPDRUGFUNDINGIND,VARCHAR2
4615,1,46,MEDCOVERAGEIND,VARCHAR2
4615,1,47,PRESPCOVERAGEIND,VARCHAR2
4615,1,49,DENPLANID,VARCHAR2
4615,1,50,DENOPTIONID,VARCHAR2
4615,1,51,DENCOVERAGECATEGORY,VARCHAR2
4615,1,52,DENCOVERAGEID,VARCHAR2
4615,1,53,DENCARRIERCODE,VARCHAR2
4615,1,54,DENPRODUCTTYPECODE,VARCHAR2
4615,1,55,DENEFFECTIVEBEGINDATE,DATE
4615,1,56,DENEFFECTIVEENDDATE,DATE
4615,1,57,DENCONTRIBUTION,NUMBER
4615,1,58,DENPREMIUM,NUMBER
4615,1,59,DENASOFEE,NUMBER
4615,1,60,DENFUNDINGIND,VARCHAR2
4615,1,61,DENCOVERAGEIND,VARCHAR2
4615,1,63,VISPLANID,VARCHAR2
4615,1,64,VISOPTIONID,VARCHAR2
4615,1,65,VISCOVERAGECATEGORY,VARCHAR2
4615,1,66,VISCOVERAGEID,VARCHAR2
4615,1,67,VISCARRIERCODE,VARCHAR2
4615,1,68,VISEFFECTIVEBEGINDATE,DATE
4615,1,69,VISEFFECTIVEENDDATE,DATE
4615,1,70,VISCONTRIBUTION,NUMBER
4615,1,71,VISPREMIUM,NUMBER
4615,1,72,VISASOFEE,NUMBER
4615,1,73,VISFUNDINGIND,VARCHAR2
4615,1,74,VISCOVERAGEIND,VARCHAR2
4615,1,76,EMPLOYEELASTNAME,VARCHAR2
4615,1,77,RESERFORCLIENTCUSTOM,VARCHAR2
4615,1,1,RECORDTYPE,VARCHAR2
4615,1,2,EMPLOYERCODE,VARCHAR2
4615,1,3,EMPLOYEEPERSONINTID,VARCHAR2
4615,1,4,SOCIALSECURITYNUMBER,VARCHAR2
4615,1,5,GENDER,VARCHAR2
4615,1,6,BIRTHDATE,DATE
4615,1,7,CITY,VARCHAR2
4615,1,8,STATECODE,VARCHAR2
4615,1,9,ZIPCODE,VARCHAR2
4615,1,10,COUNTRYCODE,VARCHAR2
4615,1,11,EMPLOYMENTSTATUS,VARCHAR2
4615,1,12,EMPLOYEETYPE,VARCHAR2
