LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1414,1,1,GroupNumber,VARCHAR2
1414,1,2,EmployeeID,VARCHAR2
1414,1,3,MemberID,VARCHAR2
1414,1,4,MemberLastName,VARCHAR2
1414,1,5,MemberFirstName,VARCHAR2
1414,1,6,SSN,VARCHAR2
1414,1,7,MemberRelation,VARCHAR2
1414,1,8,MemberSex,VARCHAR2
1414,1,9,MemberBirthDate,DATE
1414,1,10,MemberAddress1,VARCHAR2
1414,1,11,MemberAddress2,VARCHAR2
1414,1,12,MemberCity,VARCHAR2
1414,1,13,MemberState,VARCHAR2
1414,1,14,MemberZipCode,VARCHAR2
1414,1,15,MemberEffectiveDate,DATE
1414,1,16,MemberTermDate,DATE
1414,1,17,EffectiveBenefits,VARCHAR2
1414,1,18,CoverageType,VARCHAR2
1414,1,19,MedicalEffectiveDate,DATE
1414,1,20,MedicalTermDate,DATE
1414,1,21,RXEffectiveDate,DATE
1414,1,22,RXTermDate,DATE
1414,1,23,DentalEffectiveDate,DATE
1414,1,24,DentalTermDate,DATE
1414,1,25,STDEffectiveDate,DATE
1414,1,26,STDTermDate,DATE
1414,1,27,Location,VARCHAR2
