LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3549,1,1,BUSSTARTDATE,DATE,YYYY-MM-DD,200,281723,1,200,,,,,DATE,,
3549,1,2,BUSENDDATE,DATE,YYYY-MM-DD,200,281724,201,400,,,,,DATE,,
3549,1,3,MBR_NO,VARCHAR2,,200,281725,401,600,,,,,VARCHAR2,,
3549,1,4,EMP_ID,VARCHAR2,,200,281726,601,800,,,,,VARCHAR2,,
3549,1,5,SEX_CD,VARCHAR2,,200,281727,801,1000,,,,,VARCHAR2,,
3549,1,6,RELTN_CD,VARCHAR2,,200,281728,1001,1200,,,,,VARCHAR2,,
3549,1,7,FILL_DT,DATE,YYYY-MM-DD,200,281729,1201,1400,,,,,DATE,,57
3549,1,8,CUST_NUM,VARCHAR2,,200,281730,1401,1600,,,,,VARCHAR2,,
3549,1,9,CLNT_NUM,VARCHAR2,,200,281731,1601,1800,,,,,VARCHAR2,,
3549,1,10,RX_ACCT_NUM,VARCHAR2,,200,281732,1801,2000,,,,,VARCHAR2,,
3549,1,11,BRNCH_CD,VARCHAR2,,200,281733,2001,2200,,,,,VARCHAR2,,
3549,1,12,PLAN_OF_BEN,VARCHAR2,,200,281734,2201,2400,,,,,VARCHAR2,,
3549,1,13,NT_ID,VARCHAR2,,200,281735,2401,2600,,,,,VARCHAR2,,
3549,1,14,STE_CD,VARCHAR2,,200,281736,2601,2800,,,,,VARCHAR2,,
3549,1,15,ACCT_NUM,VARCHAR2,,200,281737,2801,3000,,,,,VARCHAR2,,
3549,1,16,SUB_ACCT_NUM,VARCHAR2,,200,281738,3001,3200,,,,,VARCHAR2,,
3549,1,17,HMO_CD,VARCHAR2,,200,281739,3201,3400,,,,,VARCHAR2,,
3549,1,18,NABP_PHARMCY_NUM,VARCHAR2,,200,281740,3401,3600,,,,,VARCHAR2,,
3549,1,19,NDC_NUM,VARCHAR2,,200,281741,3601,3800,,,,,VARCHAR2,,55
3549,1,20,NDC_GENRC_IND,VARCHAR2,,200,281742,3801,4000,,,,,VARCHAR2,,
3549,1,21,NDC_PRODT_IND,VARCHAR2,,200,281743,4001,4200,,,,,VARCHAR2,,
3549,1,22,DISP_IND,VARCHAR2,,200,281744,4201,4400,,,,,VARCHAR2,,
3549,1,23,METRC_QTY,NUMBER,,200,281745,4401,4600,,,,,NUMBER,,
3549,1,24,DAYS_SUP_QTY,NUMBER,,200,281746,4601,4800,,,,,NUMBER,,53
3549,1,25,BRND_NM,VARCHAR2,,200,281747,4801,5000,,,,,VARCHAR2,,
3549,1,26,FRMLRY_IND,VARCHAR2,,200,281748,5001,5200,,,,,VARCHAR2,,
3549,1,27,LABEL_NM,VARCHAR2,,200,281749,5201,5400,,,,,VARCHAR2,,
3549,1,28,MANUFCTR_NM,VARCHAR2,,200,281750,5401,5600,,,,,VARCHAR2,,
3549,1,29,GENRC_THRPDC_CLSS,VARCHAR2,,200,281751,5601,5800,,,,,VARCHAR2,,
3549,1,31,CLM_NUM,VARCHAR2,,200,281753,6001,6200,,,,,VARCHAR2,,
3549,1,33,PATDOB,DATE,YYYY-MM-DD,200,281755,6401,6600,,,,,DATE,,
3549,1,34,PAID_DT,DATE,YYYY-MM-DD,200,281756,6601,6800,,,,,DATE,,
3549,1,36,REC_SRC_FLG,VARCHAR2,,200,281758,7001,7200,,,,,VARCHAR2,,
3549,1,37,PRESC_PHYSN_ID,VARCHAR2,,200,281759,7201,7400,,,,,VARCHAR2,,
3549,1,38,MAIL,VARCHAR2,,200,281760,7401,7600,,,,,VARCHAR2,,58
3549,1,39,RX_REFLL_NO,VARCHAR2,,200,281761,7601,7800,,,,,VARCHAR2,,
3549,1,40,ZIP_CODE,VARCHAR2,,200,281762,7801,8000,,,,,VARCHAR2,,
3549,1,41,PREAUTH_SFX,VARCHAR2,,200,281763,8001,8200,,,,,VARCHAR2,,
3549,1,42,MEMBER_AGE,NUMBER,,200,281764,8201,8400,,,,,NUMBER,,
3549,1,43,FIRSTNAMEOFINSURED,VARCHAR2,,200,281765,8401,8600,,,,,VARCHAR2,,
3549,1,44,LASTNAMEOFINSURED,VARCHAR2,,200,281766,8601,8800,,,,,VARCHAR2,,
3549,1,45,UNC_AMT,NUMBER,,200,281767,8801,9000,,,,,NUMBER,,
3549,1,46,AMI,VARCHAR2,,200,281768,9001,9200,,,,,VARCHAR2,,
3549,1,48,JOBID,VARCHAR2,,200,281770,9401,9600,,,,,VARCHAR2,,
3549,1,49,FEEDRECORDID,VARCHAR2,,200,281771,9601,9800,,,,,VARCHAR2,,
3549,1,50,CREATEDDATE,VARCHAR2,,200,281772,9801,10000,,,,,VARCHAR2,,
3549,1,51,L_SID,VARCHAR2,,200,281773,10001,10200,,,,,VARCHAR2,,
