1907,2,2,DATE_TIME,DATE,14
1907,2,3,reporting_From_date,DATE,8
1907,2,4,reporting_through_date,DATE,8
1907,3,2,DATE_TIME,DATE,14
1907,3,3,RECORD_COUNT,VARCHAR2,9
1907,3,4,FILLER,VARCHAR2,169
1907,3,1,PREFIX,VARCHAR2,8
1907,1,2,Record_Line_Number,VARCHAR2,1
1907,1,3,Unique_ID,VARCHAR2,12
1907,1,4,EE_SSN,VARCHAR2,9
1907,1,5,Patient_Relation,VARCHAR2,1
1907,1,6,Patient_First_Name,VARCHAR2,15
1907,1,7,Patient_Last_Name,VARCHAR2,15
1907,1,8,Patient_Sex,VARCHAR2,1
1907,1,9,Patient_DOB,DATE,8
1907,1,10,FDOS,DATE,8
1907,1,11,TDOS,DATE,8
1907,1,12,Incurred_Date,DATE,8
1907,1,13,Process_Date,DATE,8
1907,1,14,Form_Type,VARCHAR2,1
1907,1,15,Place_of_Service,VARCHAR2,2
1907,1,16,Provider_Specialty,VARCHAR2,3
1907,1,17,ICD9_1,VARCHAR2,7
1907,1,18,ICD9_2,VARCHAR2,7
1907,1,19,ICD9_3,VARCHAR2,7
1907,1,20,ICD9_4,VARCHAR2,7
1907,1,21,DRG,VARCHAR2,3
1907,1,22,CPT_Code,VARCHAR2,6
1907,1,23,Modifier,VARCHAR2,2
1907,1,24,RevCode,VARCHAR2,4
1907,1,25,Discharge_Status,VARCHAR2,2
1907,1,28,Provider_Tin,VARCHAR2,9
1907,1,29,Facility,VARCHAR2,40
1907,1,30,Provider_First_Name,VARCHAR2,15
1907,1,31,Provider_last_Name,VARCHAR2,15
1907,1,32,NPI,VARCHAR2,10
1907,1,33,Provider_Zip_Code,VARCHAR2,9
1907,1,34,Provider_Office_Type,VARCHAR2,1
1907,1,35,Network_Code,VARCHAR2,1
1907,1,36,Units,NUMBER,4
1907,1,37,Paid,NUMBER,12
1907,1,38,Charge,NUMBER,12
1907,1,39,Allowed,NUMBER,12
1907,1,40,Discount,NUMBER,12
1907,1,41,Coinsurance,NUMBER,12
1907,1,42,Copay,NUMBER,12
1907,1,43,Deductible,NUMBER,12
1907,1,44,COB,VARCHAR2,12
1907,1,45,Service_Status_Code,VARCHAR2,1
1907,1,46,Employee_Status,VARCHAR2,1
1907,1,26,Bill_type,VARCHAR2,3
1907,1,27,Adjudication_Code,VARCHAR2,1
1907,1,47,Medical_Benefit_Plan,VARCHAR2,10
1907,1,1,Claim_Number,VARCHAR2,17
1907,1,48,Tier,VARCHAR2,1
1907,2,1,PREFIX,VARCHAR2,8
