4832,1,1,SSN,VARCHAR2,150
4832,1,2,SUBID_ENCRYPT,VARCHAR2,150
4832,1,3,MBRID_ENCRYPT,VARCHAR2,150
4832,1,4,SUBID,VARCHAR2,150
4832,1,5,MBRID,VARCHAR2,150
4832,1,6,MBRGNDR,VARCHAR2,150
4832,1,7,MBRYOB,VARCHAR2,150
4832,1,8,MBRDOB,DATE,150
4832,1,9,RELATIONSHIP,VARCHAR2,150
4832,1,10,GROUPID,VARCHAR2,150
4832,1,11,GROUPNAME,VARCHAR2,150
4832,1,12,PLAN,VARCHAR2,150
4832,1,13,CLMTYPE,VARCHAR2,150
4832,1,14,LINESTATUS,VARCHAR2,150
4832,1,15,TOB,VARCHAR2,150
4832,1,16,TOBDESC,VARCHAR2,150
4832,1,17,CLMCORE,VARCHAR2,150
4832,1,18,CLMSEQ,VARCHAR2,150
4832,1,19,CLMLN,VARCHAR2,150
4832,1,20,POS,VARCHAR2,150
4832,1,21,POSDESC,VARCHAR2,150
4832,1,22,DRGCD,VARCHAR2,150
4832,1,23,DIAG1,VARCHAR2,150
4832,1,24,DIAG2,VARCHAR2,150
4832,1,25,DIAG3,VARCHAR2,150
4832,1,26,DIAG4,VARCHAR2,150
4832,1,27,DIAG5,VARCHAR2,150
4832,1,28,SURGPROC1CD,VARCHAR2,150
4832,1,29,SURGPROC2CD,VARCHAR2,150
4832,1,30,SURGPROC3CD,VARCHAR2,150
4832,1,31,SURGPROC4CD,VARCHAR2,150
4832,1,32,SURGPROC5CD,VARCHAR2,150
4832,1,33,PROCEDURE,VARCHAR2,150
4832,1,34,PROCMOD1CD,VARCHAR2,150
4832,1,35,REVCD,VARCHAR2,150
4832,1,36,SVCUNITS,NUMBER,150
4832,1,37,PRVID_ENCRYPT,VARCHAR2,150
4832,1,38,PROVSPECCD,VARCHAR2,150
4832,1,39,PROVSPECDESC,VARCHAR2,150
4832,1,40,PROVTYPECD,VARCHAR2,150
4832,1,41,PROVTYPEDESC,VARCHAR2,150
4832,1,42,PROCTREATMTTYPE,VARCHAR2,150
4832,1,43,PROVSTATE,VARCHAR2,150
4832,1,44,PROVZIP3,VARCHAR2,150
4832,1,45,NETWORKIND,VARCHAR2,150
4832,1,46,FIRSTSVCDT,DATE,150
4832,1,47,LASTSVCDT,DATE,150
4832,1,48,ADMDT,DATE,150
4832,1,49,DISCHDT,DATE,150
4832,1,50,DISCHSTATCD,VARCHAR2,150
4832,1,51,DISCHGSTATDESC,VARCHAR2,150
4832,1,52,PAIDDATE,DATE,150
4832,1,53,PAIDMONTH,VARCHAR2,150
4832,1,54,PDAMT,NUMBER,150
4832,1,55,COINSAMT,NUMBER,150
4832,1,56,DEDUCTAMT,NUMBER,150
4832,1,57,ICDVERSION,VARCHAR2,150
