LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
4845,1,14,DAYS_SUPPLY,VARCHAR2,,150,356923,1951,2100,,,,,VARCHAR2,,
4845,1,15,COPAYMENT_AMT,NUMBER,,150,356924,2101,2250,,,,,NUMBER,,
4845,1,16,PAID_AMT,NUMBER,,150,356925,2251,2400,,,,,NUMBER,,
4845,1,17,DEDUCTIBLE_AMT,NUMBER,,150,356926,2401,2550,,,,,NUMBER,,
4845,1,18,PHYSICIAN_DEA_NUMBER,VARCHAR2,,150,356927,2551,2700,,,,,VARCHAR2,,
4845,1,19,DISPENSED_AS_WRITTEN_CD,VARCHAR2,,150,356928,2701,2850,,,,,VARCHAR2,,
4845,1,20,GENERIC_BRAND_INDICATOR,VARCHAR2,,150,356929,2851,3000,,,,,VARCHAR2,,
4845,1,21,FORMULARY_CODE,VARCHAR2,,150,356930,3001,3150,,,,,VARCHAR2,,
4845,1,22,CLAIMANT_RELATION,VARCHAR2,,150,356931,3151,3300,,,,,VARCHAR2,,
4845,1,23,CLAIMANT_DATE_OF_BIRTH,DATE,MM/DD/YYYY,150,356932,3301,3450,,,,,DATE,,
4845,1,24,PAID_QUANTITY,NUMBER,,150,356933,3451,3600,,,,,NUMBER,,
4845,1,25,NATIONAL_PROVIDER_ID,VARCHAR2,,150,356934,3601,3750,,,,,VARCHAR2,,
4845,1,26,DRUG_TYPE_CD,VARCHAR2,,150,356935,3751,3900,,,,,VARCHAR2,,
4845,1,1,CLAIM_UID,VARCHAR2,,150,356910,1,150,,,,,VARCHAR2,,
4845,1,2,FILL_DATE,DATE,MM/DD/YYYY,150,356911,151,300,,,,,DATE,,
4845,1,3,PRESCRIPTION_NUMBER,VARCHAR2,,150,356912,301,450,,,,,VARCHAR2,,
4845,1,4,NEW_OR_REFILL_CODE,VARCHAR2,,150,356913,451,600,,,,,VARCHAR2,,
4845,1,5,RECEIVED_YEAR_MONTH,VARCHAR2,,150,356914,601,750,,,,,VARCHAR2,,
4845,1,6,DATA_SOURCE_CODE,VARCHAR2,,150,356915,751,900,,,,,VARCHAR2,,
4845,1,7,MAIL_ORDER_INDICATOR,VARCHAR2,,150,356916,901,1050,,,,,VARCHAR2,,
4845,1,8,EMPLOYEE_FIRST_NAME,VARCHAR2,,150,356917,1051,1200,,,,,VARCHAR2,,
4845,1,9,POLICY_NUMBER,VARCHAR2,,150,356918,1201,1350,,,,,VARCHAR2,,
4845,1,10,EMPLOYEE_SSN,VARCHAR2,,150,356919,1351,1500,,,,,VARCHAR2,,
4845,1,11,CLAIMANT_FIRST_NAME,VARCHAR2,,150,356920,1501,1650,,,,,VARCHAR2,,
4845,1,12,CLAIMANT_SEX,VARCHAR2,,150,356921,1651,1800,,,,,VARCHAR2,,
4845,1,13,NDC_CODE,VARCHAR2,,150,356922,1801,1950,,,,,VARCHAR2,,
