LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3197,1,1,CLAIM_ID,VARCHAR2,,150,260231,1,150,,,,,VARCHAR2,,
3197,1,2,CO_INSURANCE,NUMBER,,150,260232,151,300,,,,,NUMBER,,
3197,1,3,COPAYMENT,NUMBER,,150,260233,301,450,,,,,NUMBER,,
3197,1,4,DATE_OF_SERVICE,DATE,YYYY/MM/DD,150,260234,451,600,,,,,DATE,,
3197,1,5,DAYS_SUPPLY,NUMBER,,150,260235,601,750,,,,,NUMBER,,
3197,1,6,DEDUCTIBLE,NUMBER,,150,260236,751,900,,,,,NUMBER,,
3197,1,7,FAMILY_ID,VARCHAR2,,150,260237,901,1050,,,,,VARCHAR2,,
3197,1,8,MEMBER_ID,VARCHAR2,,150,260238,1051,1200,,,,,VARCHAR2,,
3197,1,9,METRIC_QUANTITY_DISPENSED,NUMBER,,150,260239,1201,1350,,,,,NUMBER,,
3197,1,10,NDC_NUMBER_CODE,VARCHAR2,,150,260240,1351,1500,,,,,VARCHAR2,,
3197,1,11,NET_PAYMENT,NUMBER,,150,260241,1501,1650,,,,,NUMBER,,
3197,1,12,MEDICARE_PART_D_FLAG,VARCHAR2,,150,260242,1651,1800,,,,,VARCHAR2,,
3197,1,13,RX_RIDER_TITLE,VARCHAR2,,150,260243,1801,1950,,,,,VARCHAR2,,
3197,1,14,GENERIC_PRICE_IND,VARCHAR2,,150,260244,1951,2100,,,,,VARCHAR2,,
3197,1,15,RX_MAIL_OR_RETAIL_CODE,VARCHAR2,,150,260245,2101,2250,,,,,VARCHAR2,,
3197,1,16,DATE_PAID,DATE,YYYY/MM/DD,150,260246,2251,2400,,,,,DATE,,
3197,2,1,Data_Start_Date,DATE,YYYY/MM/DD,150,260252,1,150,,,,,DATE,,
3197,2,2,Data_End_Date,DATE,YYYY/MM/DD,150,260253,151,300,,,,,DATE,,
3197,2,3,Record_Count,NUMBER,,150,260254,301,450,,,,,NUMBER,,
3197,2,4,Record_Type,VARCHAR2,,150,260255,451,600,,,,,VARCHAR2,,
