LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3143,1,5,MEMBER_ID,VARCHAR2,NA,20,254379,65,84,Puspa Bista,,,,VARCHAR2,,
3143,1,6,PERSON_CODE,VARCHAR2,NA,3,254380,85,87,Puspa Bista,,,,VARCHAR2,,
3143,1,7,DATE_OF_BIRTH,DATE,YYYYMMDD,8,254381,88,95,Puspa Bista,,,,DATE,,
3143,1,8,GENDER,VARCHAR2,NA,1,254382,96,96,Puspa Bista,,,,VARCHAR2,,
3143,1,9,MEMBER_FIRST_NAME,VARCHAR2,NA,15,254383,97,111,Puspa Bista,,,,VARCHAR2,,
3143,1,10,MEMBER_LAST_NAME,VARCHAR2,NA,25,254384,112,136,Puspa Bista,,,,VARCHAR2,,
3143,1,11,MEMBER_SSN,VARCHAR2,NA,9,254385,137,145,Puspa Bista,,,,VARCHAR2,,
3143,1,12,DATE_FILLED,DATE,YYYYMMDD,8,254386,146,153,Puspa Bista,,,,DATE,,57
3143,1,13,NDC,VARCHAR2,NA,11,254387,154,164,Puspa Bista,,,,VARCHAR2,,55
3143,1,14,LABEL_NAME,VARCHAR2,NA,30,254388,165,194,Puspa Bista,,,,VARCHAR2,,
3143,1,15,GPI_NUMBER,VARCHAR2,NA,14,254389,195,208,Puspa Bista,,,,VARCHAR2,,
3143,1,16,DATE_SUBMITTED,DATE,YYYYMMDD,8,254390,209,216,Puspa Bista,,,,DATE,,
3143,1,17,CLAIM_STATUS,VARCHAR2,NA,1,254391,217,217,Puspa Bista,,,,VARCHAR2,,
3143,1,18,DISPENSED_QUANTITY,NUMBER,NA,12,254392,218,229,Puspa Bista,,,,NUMBER,,
3143,1,19,DAYS_SUPPLY,NUMBER,NA,4,254393,230,233,Puspa Bista,,,,NUMBER,,53
3143,1,20,DAW,VARCHAR2,NA,1,254394,234,234,Puspa Bista,,,,VARCHAR2,,
3143,1,21,NEW_REFILL_INDICATOR,VARCHAR2,NA,2,254395,235,236,Puspa Bista,,,,VARCHAR2,,
3143,1,22,GENERIC_INDICATOR,VARCHAR2,NA,1,254396,237,237,Puspa Bista,,,,VARCHAR2,,
3143,1,23,PRIOR_AUTHORIZATION,VARCHAR2,NA,11,254397,238,248,Puspa Bista,,,,VARCHAR2,,
3143,1,24,USUAL_CUSTOMARY,NUMBER,NA,10,254398,249,258,Puspa Bista,,,,NUMBER,,
3143,1,26,BILLED_INGREDIENT_COST,NUMBER,NA,10,254400,269,278,Puspa Bista,,,,NUMBER,,
3143,1,27,BILLED_FEE,NUMBER,NA,10,254401,279,288,Puspa Bista,,,,NUMBER,,54
3143,1,28,BILLED_TAX,NUMBER,NA,10,254402,289,298,Puspa Bista,,,,NUMBER,,
3143,1,29,BILLED_COPAY,NUMBER,NA,10,254403,299,308,Puspa Bista,,,,NUMBER,,
3143,1,30,BILLED_AMT,NUMBER,NA,10,254404,309,318,Puspa Bista,,,,NUMBER,,
3143,1,31,UNIT_AWP,NUMBER,NA,14,254405,319,332,Puspa Bista,,,,NUMBER,,
3143,1,32,PRESCRIBER_ID,VARCHAR2,NA,15,254406,333,347,Puspa Bista,,,,VARCHAR2,,
3143,1,33,PHYSICIAN_FIRST_NAME,VARCHAR2,NA,15,254407,348,362,Puspa Bista,,,,VARCHAR2,,
3143,1,34,PHYSICIAN_LAST_NAME,VARCHAR2,NA,25,254408,363,387,Puspa Bista,,,,VARCHAR2,,
3143,1,35,PHARMACY_CHAIN_NUMBER,VARCHAR2,NA,6,254409,388,393,Puspa Bista,,,,VARCHAR2,,
3143,1,36,PHARMACY_NABP,VARCHAR2,NA,15,254410,394,408,Puspa Bista,,,,VARCHAR2,,
3143,1,37,MAIL_ORDER,VARCHAR2,NA,1,254411,409,409,Puspa Bista,,,,VARCHAR2,,58
3143,1,38,PHARMACY_NAME,VARCHAR2,NA,25,254412,410,434,Puspa Bista,,,,VARCHAR2,,
3143,1,39,FINAL_PLAN_CODE,VARCHAR2,NA,10,254413,435,444,Puspa Bista,,,,VARCHAR2,,
3143,1,40,DRUG_STATUS,VARCHAR2,NA,1,254414,445,445,Puspa Bista,,,,VARCHAR2,,
3143,1,41,PHARMACY_ZIPCODE,VARCHAR2,NA,10,254415,446,455,Puspa Bista,,,,VARCHAR2,,
3143,1,42,PHARMACY_STATE,VARCHAR2,NA,2,254416,456,457,Puspa Bista,,,,VARCHAR2,,
3143,1,43,RXCLAIM_NO,VARCHAR2,NA,15,254417,458,472,Puspa Bista,,,,VARCHAR2,,
3143,1,44,CUSTOMER_LOCATION_CODE,VARCHAR2,NA,2,254418,473,474,Puspa Bista,,,,VARCHAR2,,
3143,1,45,COMPOUND_CODE,VARCHAR2,NA,1,254419,475,475,Puspa Bista,,,,VARCHAR2,,
3143,1,47,PATIENT_PAY_AMT,NUMBER,NA,10,254421,486,495,Puspa Bista,,,,NUMBER,,
3143,1,48,PRODUCT_SELECTION_AMT,NUMBER,NA,9,254422,496,504,Puspa Bista,,,,NUMBER,,
3143,1,49,TAX_AMT,NUMBER,NA,9,254423,505,513,Puspa Bista,,,,NUMBER,,
3143,1,50,DEDUCTIBLE,NUMBER,NA,9,254424,514,522,Puspa Bista,,,,NUMBER,,
3143,1,51,EXCESS_AMT,NUMBER,NA,9,254425,523,531,Puspa Bista,,,,NUMBER,,
3143,1,52,CLAIM_SEQ_NO,NUMBER,NA,3,254426,532,534,Puspa Bista,,,,VARCHAR2,,
3143,1,53,COB_AMT,NUMBER,NA,9,254427,535,543,Puspa Bista,,,,NUMBER,,
