LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
3997,1,1,CLAIMNUMBER,VARCHAR2
3997,1,2,CLAIMLINENUMBER,VARCHAR2
3997,1,3,SUBSCRIBERID,VARCHAR2
3997,1,4,DEPENDENTID,VARCHAR2
3997,1,5,GENDER,VARCHAR2
3997,1,6,MEMDOB,TIMESTAMP
3997,1,7,MEMFSTNME,VARCHAR2
3997,1,8,MEMLSTNME,VARCHAR2
3997,1,9,PATFSTNME,VARCHAR2
3997,1,10,PATLSTNME,VARCHAR2
3997,1,11,PLANTYPECODE,VARCHAR2
3997,1,12,PLANTYPEDESC,VARCHAR2
3997,1,13,TPA,VARCHAR2
3997,1,14,GROUPID,VARCHAR2
3997,1,15,UNITID,VARCHAR2
3997,1,16,THERPEUTICCLASSCODE,VARCHAR2
3997,1,17,THERPEUTICCLASSDESC,VARCHAR2
3997,1,18,NDC,VARCHAR2
3997,1,19,NDCDESC,VARCHAR2
3997,1,20,DEANUMBER,VARCHAR2
3997,1,21,DEANAME,VARCHAR2
3997,1,22,GENBRANDINDICATOR,VARCHAR2
3997,1,23,DRUGSTRENGTH,VARCHAR2
3997,1,24,SUPPLYUNITS,NUMBER
3997,1,25,FORMULARY,VARCHAR2
3997,1,26,SUPPLYDAYS,NUMBER
3997,1,27,SERVICEDATE,TIMESTAMP
3997,1,28,PAIDDATE,TIMESTAMP
3997,1,29,AMOUNTPAID,NUMBER
3997,1,30,CLAIMTYPE,VARCHAR2
3997,1,31,BILLED_AMOUNT,NUMBER
3997,1,32,INGREDIENT_COST,NUMBER
3997,1,33,DISPENSING_FEE,NUMBER
3997,1,34,SALES_TAX,NUMBER
3997,1,35,ALLOWED_AMOUNT,NUMBER
3997,1,36,COPAY,NUMBER
3997,1,37,COINSURANCE,NUMBER
3997,1,38,DEDUCTIBLE,NUMBER
3997,1,39,NOT_ALLOWED_AMOUNT,NUMBER
3997,1,40,ADMIN_FEES,NUMBER
3997,2,1,DATASTARTDATE,DATE
3997,2,2,DATAENDDATE,DATE
3997,2,3,DETAILRECORDCOUNT,NUMBER
3997,2,4,AMOUNTPAIDTOTAL,NUMBER
