LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
497,1,1,ClaimNumber,VARCHAR2
497,1,2,SubscriberID,VARCHAR2
497,1,3,DependentID,VARCHAR2
497,1,4,DOB,VARCHAR2
497,1,5,Gender,VARCHAR2
497,1,6,ClaimantFirstName,VARCHAR2
497,1,7,ClaimantLastName,VARCHAR2
497,1,8,SubscriberFirstName,VARCHAR2
497,1,9,SubscriberLastName,VARCHAR2
497,1,10,PlanTypeCode,VARCHAR2
497,1,11,NDCCode,VARCHAR2
497,1,12,NDCDesc,VARCHAR2
497,1,13,ServiceDate,VARCHAR2
497,1,14,AmountPaid,NUMBER
497,1,15,AmountBilled,NUMBER
497,1,16,CopayAmount,NUMBER
497,1,17,DeductibleAmount,NUMBER
497,1,18,NotAllowedAmount,NUMBER
497,1,19,EmpSSN,VARCHAR2
497,1,20,GenericFlag,VARCHAR2
497,1,21,PaidDate,VARCHAR2
