LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
69,1,1,SOURCE,VARCHAR2
69,1,2,TRANSNUM,VARCHAR2
69,1,3,EAMEEID,VARCHAR2
69,1,4,SEQNO,VARCHAR2
69,1,5,DATETIMESTAMP,DATE
69,1,6,MEMID,VARCHAR2
69,1,7,COVEREDINDIV,VARCHAR2
69,1,8,UMI_ID,VARCHAR2
69,1,9,RELFLAG,VARCHAR2
69,1,10,MEMFIRSTNAME,VARCHAR2
69,1,11,MEMLASTNAME,VARCHAR2
69,1,12,GENDER,VARCHAR2
69,1,13,DOB,DATE
69,1,14,FILLDATE,DATE
69,1,15,PAIDDATE,DATE
69,1,16,METRICQUANTITY,NUMBER
69,1,17,DAYSSUPPLY,NUMBER
69,1,18,DRUGCODE,VARCHAR2
69,1,19,FORMULARY_YN,VARCHAR2
69,1,20,MOI,VARCHAR2
69,1,21,PRESCRIBERID,VARCHAR2
69,1,22,PRESCRIBERNAME,VARCHAR2
69,1,23,PHARMID,VARCHAR2
69,1,24,PHARMNAME,VARCHAR2
69,1,25,PHARMZIPCODE,VARCHAR2
69,1,26,PAIDAMT,NUMBER
69,1,27,BILLEDAMT,NUMBER
69,1,28,INGREDCOST,NUMBER
69,1,29,DISPENSINGCOST,NUMBER
69,1,30,SALESTAX,NUMBER
69,1,31,ALLOWEDAMT,NUMBER
69,1,32,ENRPAIDAMT,NUMBER
69,1,33,COINSAMT,NUMBER
69,1,34,COPAYAMT,NUMBER
69,1,35,DEDUCTAMT,NUMBER
69,1,36,COBAMT,NUMBER
69,1,37,ADJCODE,VARCHAR2
69,2,1,RECORD_ID,VARCHAR2
69,2,2,EAOS_ID,VARCHAR2
69,2,3,EA_ITF_RUN_ID,VARCHAR2
69,2,4,RECORD_COUNT,NUMBER
69,2,5,RECORD_SUMMATION,NUMBER
