LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2561,1,1,SOURCE,VARCHAR2
2561,1,2,TRANSNUM,VARCHAR2
2561,1,3,EAMEEID,VARCHAR2
2561,1,4,SEQNO,VARCHAR2
2561,1,5,DATETIMESTAMP,DATE
2561,1,6,MEMID,VARCHAR2
2561,1,7,COVEREDINDIV,VARCHAR2
2561,1,8,UMI_ID,VARCHAR2
2561,1,9,RELFLAG,VARCHAR2
2561,1,10,MEMFIRSTNAME,VARCHAR2
2561,1,11,MEMLASTNAME,VARCHAR2
2561,1,12,GENDER,VARCHAR2
2561,1,13,DOB,DATE
2561,1,14,FILLDATE,DATE
2561,1,15,PAIDDATE,DATE
2561,1,16,METRICQUANTITY,NUMBER
2561,1,17,DAYSSUPPLY,NUMBER
2561,1,18,DRUGCODE,VARCHAR2
2561,1,19,FORMULARY_YN,VARCHAR2
2561,1,20,MOI,VARCHAR2
2561,1,21,PRESCRIBERID,VARCHAR2
2561,1,22,PRESCRIBERNAME,VARCHAR2
2561,1,23,PHARMID,VARCHAR2
2561,1,24,PHARMNAME,VARCHAR2
2561,1,25,PHARMZIPCODE,VARCHAR2
2561,1,26,PAIDAMT,NUMBER
2561,1,27,BILLEDAMT,NUMBER
2561,1,28,INGREDCOST,NUMBER
2561,1,29,DISPENSINGCOST,NUMBER
2561,1,30,SALESTAX,NUMBER
2561,1,31,ALLOWEDAMT,NUMBER
2561,1,32,ENRPAIDAMT,NUMBER
2561,1,33,COINSAMT,NUMBER
2561,1,34,COPAYAMT,NUMBER
2561,1,35,DEDUCTAMT,NUMBER
2561,1,36,COBAMT,NUMBER
2561,1,37,ADJCODE,VARCHAR2
