LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1474,1,3,RX_NDC,VARCHAR2
1474,1,4,RX_DAYS_SUPP,NUMBER
1474,1,5,RX_INGR_COST,NUMBER
1474,1,6,RX_DISCOUNT,NUMBER
1474,1,7,RX_DISP_FEE,NUMBER
1474,1,8,RX_ADMIN_FEE,NUMBER
1474,1,9,RX_MEM_COST,NUMBER
1474,1,10,RX_TOT_COST,NUMBER
1474,1,11,RX_SUPPLY,VARCHAR2
1474,1,12,AGE_SERV_DT,NUMBER
1474,1,13,CLAIM_DEN,VARCHAR2
1474,1,14,RX_CLAIM_ID,VARCHAR2
1474,1,15,COC_ADJ_NBR,NUMBER
1474,1,16,COC_STA_CD,VARCHAR2
1474,1,17,PROV_NBR,VARCHAR2
1474,1,18,EMP_NBR,VARCHAR2
1474,1,19,MED_ELIG_CAT_ID,VARCHAR2
1474,1,20,PRODUCT_ID,NUMBER
1474,1,21,RX_METR_QTY,NUMBER
1474,1,22,QTY_DISP,NUMBER
1474,1,23,MBR_SSN,VARCHAR2
1474,1,24,MBR_BRTH_DT,VARCHAR2
1474,1,25,MBR_RELATION,VARCHAR2
1474,1,26,CLM_PMT_DT,NUMBER
1474,1,27,CHRG_AMT,NUMBER
1474,1,28,ALLOWED_AMT,NUMBER
1474,1,29,PAID_AMT,NUMBER
1474,1,30,COB_AMT,NUMBER
1474,1,31,PRV_FMT_NM,VARCHAR2
1474,1,32,CVS_DAW_CD,VARCHAR2
1474,1,33,CVS_FORMULARY_FLAG,VARCHAR2
1474,1,34,CVS_RX_NBR,VARCHAR2
1474,1,35,CVS_REFILL_NBR,NUMBER
1474,1,36,CVS_QTY_DISP,NUMBER
1474,1,37,PRV_NPI,VARCHAR2
1474,1,38,NDC_GENRC_IND,VARCHAR2
1474,1,39,FILE_ID,NUMBER
1474,1,1,MEM_NBR,VARCHAR2
1474,1,2,RX_SERV_DT,DATE
