LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
902,1,1,Claim,VARCHAR2
902,1,2,Claim_Type,VARCHAR2
902,1,3,MemberID,VARCHAR2
902,1,4,Family,VARCHAR2
902,1,5,Suffix,VARCHAR2
902,1,6,Pharmacy,VARCHAR2
902,1,7,Provider,VARCHAR2
902,1,8,Prov_Signature,VARCHAR2
902,1,9,Hospital,VARCHAR2
902,1,10,DEA,VARCHAR2
902,1,11,Claim_Date,DATE
902,1,12,RX_Date,DATE
902,1,13,Dispense_Date,DATE
902,1,14,Mail_Date_Rcvd,DATE
902,1,15,New_Refill,VARCHAR2
902,1,16,Prescription_No,VARCHAR2
902,1,17,Drug_CD,VARCHAR2
902,1,18,Quantity,VARCHAR2
902,1,19,Days_Supply,NUMBER
902,1,20,Drug_Billed,NUMBER
902,1,21,Disp_Billed,NUMBER
902,1,22,Drug_Allowed,NUMBER
902,1,23,Disp_Allowed,NUMBER
902,1,24,Drug_Paid,NUMBER
902,1,25,Disp_Paid,NUMBER
902,1,26,Sales_Tax,NUMBER
902,1,27,Copay,NUMBER
902,1,28,Deductible,NUMBER
902,1,29,Coinsurance,NUMBER
902,1,30,Cob_Ind,NUMBER
902,1,31,Cob,NUMBER
902,1,32,Override_Pay,NUMBER
902,1,33,Checkk,VARCHAR2
902,1,34,Checkk_Date,DATE
902,1,35,Status,VARCHAR2
902,1,36,Deny_CD,VARCHAR2
902,1,37,Generic_CD,VARCHAR2
902,1,38,Generic_Pay,NUMBER
902,1,39,Class,VARCHAR2
902,1,40,Location_CD,VARCHAR2
902,1,41,Auth_Type,VARCHAR2
902,1,42,Auth_No,VARCHAR2
902,1,43,Hcfa_Indicator,VARCHAR2
902,1,44,Dispense_As_Written,VARCHAR2
902,1,45,Cost_Basis,VARCHAR2
902,1,46,DX,VARCHAR2
902,1,47,Resubmit_Indicator,VARCHAR2
902,1,48,Work_Comp_Claim_No,VARCHAR2
902,1,49,Work_Comp_DX_CD,VARCHAR2
902,1,50,Insulin_Plan,VARCHAR2
902,1,51,Cutback_Indicator,VARCHAR2
902,1,52,Adjustment_Reason,VARCHAR2
902,1,53,Adjustment_Type,VARCHAR2
902,1,54,Credit_Debit,VARCHAR2
902,1,55,Out_Of_Network_Penalty,VARCHAR2
902,1,56,Network,VARCHAR2
902,1,57,Payor,VARCHAR2
902,1,58,GroupContractID,VARCHAR2
902,1,59,Groupp,VARCHAR2
902,1,60,Carrier,VARCHAR2
902,1,61,Product,VARCHAR2
902,1,62,Business,VARCHAR2
902,1,63,Plann,VARCHAR2
902,1,64,Tier_CD,VARCHAR2
902,1,65,add_date,DATE
902,1,66,add_init,VARCHAR2
902,1,67,change_date,DATE
902,1,68,change_init,VARCHAR2
