2569,1,1,COMPANY_ID,VARCHAR2,3
2569,1,2,RECORD_ID,VARCHAR2,1
2569,1,3,TRANSACTION_CODE,VARCHAR2,1
2569,1,4,CONTROL_NUMBER,VARCHAR2,5
2569,1,5,MEMBER_ID,VARCHAR2,9
2569,1,6,DEPENDENT_LAST_NAME,VARCHAR2,18
2569,1,7,DEPENDENT_FIRST_NAME,VARCHAR2,15
2569,1,8,MI,VARCHAR2,1
2569,1,9,GENDER,VARCHAR2,1
2569,1,10,RELATIONSHIP,VARCHAR2,1
2569,1,11,DATE_OF_BIRTH,DATE,8
2569,1,12,DIVISION_CODE,VARCHAR2,6
2569,1,13,MEDICAL_COVERAGE_BEGIN_DATE,DATE,8
2569,1,14,MEDICAL_COVERAGE_END_DATE,DATE,8
2569,1,15,DENTAL_COVERAGE_BEGIN_DATE,DATE,8
2569,1,16,DENTAL_COVERAGE_END_DATE,DATE,8
2569,1,17,VISION_COVERAGE_BEGIN_DATE,DATE,8
2569,1,18,VISION_COVERAGE_END_DATE,DATE,8
2569,1,19,LTD_COVERAGE_BEGIN_DATE,DATE,8
2569,1,20,LTD_COVERAGE_END_DATE,DATE,8
2569,1,21,LIFE_COVERAGE_BEGIN_DATE,DATE,8
2569,1,22,LIFE_COVERAGE_END_DATE,DATE,8
2569,1,23,DEPENDENT_SSN,VARCHAR2,10
2569,1,24,DEPENDENT_ID,VARCHAR2,3
2569,1,25,ALTERNATE_ID,VARCHAR2,10
2569,1,26,FILLER,VARCHAR2,12
