LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
737,1,48,ClaimRecDate,DATE,MM/DD/YYYY,10,56913,4341,4350,,,,,DATE,,
737,1,49,ClaimPaidDate,DATE,MM/DD/YYYY,10,56914,4351,4360,,,,,DATE,,
737,1,50,ServiceUnitType,VARCHAR2,,100,56915,4361,4460,,,,,VARCHAR2,,
737,1,51,ServiceUnitQuantity,NUMBER,,19,56916,4461,4479,,,,,NUMBER,,
737,1,52,GrossAmount,NUMBER,,19,56917,4480,4498,,,,,NUMBER,,
737,1,53,BilledAmount,NUMBER,,19,56918,4499,4517,,,,,NUMBER,,
737,1,54,AllowedAmount,NUMBER,,19,56919,4518,4536,,,,,NUMBER,,
737,1,55,NotAllowed,NUMBER,,19,56920,4537,4555,,,,,NUMBER,,
737,1,56,Copay,NUMBER,,19,56921,4556,4574,,,,,NUMBER,,
737,1,57,Deductible,NUMBER,,19,56922,4575,4593,,,,,NUMBER,,
737,1,58,PPOSaving,NUMBER,,19,56923,4594,4612,,,,,NUMBER,,
737,1,59,Coinsurance,NUMBER,,19,56924,4613,4631,,,,,NUMBER,,
737,1,60,COBAmount,NUMBER,,19,56925,4632,4650,,,,,NUMBER,,
737,1,61,PaidAmount,NUMBER,,19,56926,4651,4669,,,,,NUMBER,,
737,1,62,AdjudicationFlag,VARCHAR2,,20,56927,4670,4689,,,,,VARCHAR2,,
737,1,63,CarrierNumber,VARCHAR2,,5,56928,4690,4694,,,,,VARCHAR2,,
737,1,64,CarrierName,VARCHAR2,,100,56929,4695,4794,,,,,VARCHAR2,,
737,1,1,ClaimNumber,VARCHAR2,,100,56866,1,100,,,,,VARCHAR2,,
737,1,2,ClaimLineNumber,VARCHAR2,,100,56867,101,200,,,,,VARCHAR2,,
737,1,3,ClaimtypeCode,VARCHAR2,,100,56868,201,300,,,,,VARCHAR2,,
737,1,4,ClaimTypeDesc,VARCHAR2,,100,56869,301,400,,,,,VARCHAR2,,
737,1,5,PlanTypeCode,VARCHAR2,,100,56870,401,500,,,,,VARCHAR2,,
737,1,6,PlanTypeDesc,VARCHAR2,,100,56871,501,600,,,,,VARCHAR2,,
737,1,7,PayerID,VARCHAR2,,100,56872,601,700,,,,,VARCHAR2,,
737,1,8,PayerDesc,VARCHAR2,,100,56873,701,800,,,,,VARCHAR2,,
737,1,9,CaseID,VARCHAR2,,100,56874,801,900,,,,,VARCHAR2,,
737,1,10,CaseDesc,VARCHAR2,,100,56875,901,1000,,,,,VARCHAR2,,
737,1,11,UnitID,VARCHAR2,,100,56876,1001,1100,,,,,VARCHAR2,,
737,1,12,UnitDesc,VARCHAR2,,100,56877,1101,1200,,,,,VARCHAR2,,
737,1,13,MedSubscriberID,VARCHAR2,,100,56878,1201,1300,,,,,VARCHAR2,,
737,1,14,MedMemberID,VARCHAR2,,100,56879,1301,1400,,,,,VARCHAR2,,
737,1,15,MedDepSeqCode,VARCHAR2,,100,56880,1401,1500,,,,,VARCHAR2,,
737,1,16,MedDepSeqDesc,VARCHAR2,,100,56881,1501,1600,,,,,VARCHAR2,,
737,1,17,MedMemberGender,VARCHAR2,,100,56882,1601,1700,,,,,VARCHAR2,,
