LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
1771,1,1,Employer_cd,VARCHAR2,,150,125957,1,150,,,,,VARCHAR2,,
1771,1,2,SSN,VARCHAR2,,150,125958,151,300,,,,,VARCHAR2,,
1771,1,3,External_No,VARCHAR2,,150,125959,301,450,,,,,VARCHAR2,,
1771,1,4,Dep_no,VARCHAR2,,150,125960,451,600,,,,,VARCHAR2,,
1771,1,5,Relation,VARCHAR2,,150,125961,601,750,,,,,VARCHAR2,,
1771,1,6,Dep_SSN,VARCHAR2,,150,125962,751,900,,,,,VARCHAR2,,
1771,1,7,First_Name,VARCHAR2,,150,125963,901,1050,,,,,VARCHAR2,,
1771,1,8,Middle_Name,VARCHAR2,,150,125964,1051,1200,,,,,VARCHAR2,,
1771,1,9,Last_Name,VARCHAR2,,150,125965,1201,1350,,,,,VARCHAR2,,
1771,1,10,Suffix,VARCHAR2,,150,125966,1351,1500,,,,,VARCHAR2,,
1771,1,11,Address1,VARCHAR2,,150,125967,1501,1650,,,,,VARCHAR2,,
1771,1,12,Address2,VARCHAR2,,150,125968,1651,1800,,,,,VARCHAR2,,
1771,1,13,City,VARCHAR2,,150,125969,1801,1950,,,,,VARCHAR2,,
1771,1,14,State,VARCHAR2,,150,125970,1951,2100,,,,,VARCHAR2,,
1771,1,15,Zip,VARCHAR2,,150,125971,2101,2250,,,,,VARCHAR2,,
1771,1,16,Phone,VARCHAR2,,150,125972,2251,2400,,,,,VARCHAR2,,
1771,1,17,Sex,VARCHAR2,,150,125973,2401,2550,,,,,VARCHAR2,,
1771,1,18,Birth_Date,DATE,MM/DD/YYYY,150,125974,2551,2700,,,,,DATE,,
1771,1,19,Hire_Date,DATE,MM/DD/YYYY,150,125975,2701,2850,,,,,DATE,,
1771,1,20,Term_Date,DATE,MM/DD/YYYY,150,125976,2851,3000,,,,,DATE,,
1771,1,21,ID_Number,VARCHAR2,,150,125977,3001,3150,,,,,VARCHAR2,,
1771,1,22,Annual_Salary,NUMBER,,150,125978,3151,3300,,,,,NUMBER,,
1771,1,23,Benefit_Salary,NUMBER,,150,125979,3301,3450,,,,,NUMBER,,
1771,1,24,PayPeriods,VARCHAR2,,150,125980,3451,3600,,,,,VARCHAR2,,
1771,1,25,Hrs_Per_Period,VARCHAR2,,150,125981,3601,3750,,,,,VARCHAR2,,
1771,1,26,Occupation,VARCHAR2,,150,125982,3751,3900,,,,,VARCHAR2,,
1771,1,27,Exempt,VARCHAR2,,150,125983,3901,4050,,,,,VARCHAR2,,
1771,1,28,FTPT,VARCHAR2,,150,125984,4051,4200,,,,,VARCHAR2,,
1771,1,29,Eff_From,DATE,MM/DD/YYYY,150,125985,4201,4350,,,,,DATE,,
1771,1,30,Eff_Thru,DATE,MM/DD/YYYY,150,125986,4351,4500,,,,,DATE,,
1771,1,31,Level1,VARCHAR2,,150,125987,4501,4650,,,,,VARCHAR2,,
1771,1,32,Level1_Desc,VARCHAR2,,150,125988,4651,4800,,,,,VARCHAR2,,
1771,1,33,Level2,VARCHAR2,,150,125989,4801,4950,,,,,VARCHAR2,,
1771,1,34,Level2_Desc,VARCHAR2,,150,125990,4951,5100,,,,,VARCHAR2,,
1771,1,35,Level3,VARCHAR2,,150,125991,5101,5250,,,,,VARCHAR2,,
1771,1,36,Level3_Desc,VARCHAR2,,150,125992,5251,5400,,,,,VARCHAR2,,
1771,1,37,Level4,VARCHAR2,,150,125993,5401,5550,,,,,VARCHAR2,,
1771,1,38,Level4_Desc,VARCHAR2,,150,125994,5551,5700,,,,,VARCHAR2,,
1771,1,39,Plan,VARCHAR2,,150,125995,5701,5850,,,,,VARCHAR2,,
1771,1,40,Plan_Desc,VARCHAR2,,150,125996,5851,6000,,,,,VARCHAR2,,
1771,1,41,Coverage,VARCHAR2,,150,125997,6001,6150,,,,,VARCHAR2,,
1771,1,42,Coverage_Desc,VARCHAR2,,150,125998,6151,6300,,,,,VARCHAR2,,
1771,1,43,COBRA,VARCHAR2,,150,125999,6301,6450,,,,,VARCHAR2,,
1771,1,44,Plan_Type,VARCHAR2,,150,126000,6451,6600,,,,,VARCHAR2,,
1771,1,45,Employer_Cost,NUMBER,,150,126001,6601,6750,,,,,NUMBER,,
1771,1,46,Volume,VARCHAR2,,150,126002,6751,6900,,,,,VARCHAR2,,
1771,1,47,Employee_Cost,NUMBER,,150,126003,6901,7050,,,,,NUMBER,,
1771,1,48,DeductionCd,VARCHAR2,,150,126004,7051,7200,,,,,VARCHAR2,,
1771,1,49,PCP_Web_Key,VARCHAR2,,150,126005,7201,7350,,,,,VARCHAR2,,
1771,1,50,PCP_Admin_ID,VARCHAR2,,150,126006,7351,7500,,,,,VARCHAR2,,
1771,1,51,PCP_Name,VARCHAR2,,150,126007,7501,7650,,,,,VARCHAR2,,
1771,1,52,PCP_Prov_Network_Code,VARCHAR2,,150,126008,7651,7800,,,,,VARCHAR2,,
1771,1,53,Request_Volume,VARCHAR2,,150,126009,7801,7950,,,,,VARCHAR2,,
1771,1,54,Annual_Flex,VARCHAR2,,150,126010,7951,8100,,,,,VARCHAR2,,
1771,1,55,Law_Firm,VARCHAR2,,150,126011,8101,8250,,,,,VARCHAR2,,
1771,1,56,Marital_Stat,VARCHAR2,,150,126012,8251,8400,,,,,VARCHAR2,,
1771,1,57,Marriage_Date,DATE,MM/DD/YYYY,150,126013,8401,8550,,,,,DATE,,
1771,1,58,Occupation_text,VARCHAR2,,150,126014,8551,8700,,,,,VARCHAR2,,
1771,1,59,Partner,VARCHAR2,,150,126015,8701,8850,,,,,VARCHAR2,,
1771,1,60,Smoker,VARCHAR2,,150,126016,8851,9000,,,,,VARCHAR2,,
1771,1,61,Seniority_Date,DATE,MM/DD/YYYY,150,126017,9001,9150,,,,,DATE,,
1771,1,62,Email,VARCHAR2,,150,126018,9151,9300,,,,,VARCHAR2,,
1771,1,63,ContactGuideline,VARCHAR2,,150,126019,9301,9450,,,,,VARCHAR2,,
1771,1,64,Imputed_Income,NUMBER,,150,126020,9451,9600,,,,,NUMBER,,
1771,1,65,Term_Reason,VARCHAR2,,150,126021,9601,9750,,,,,VARCHAR2,,
1771,1,66,Original_Hire_Date,DATE,MM/DD/YYYY,150,126022,9751,9900,,,,,DATE,,
1771,1,67,Original_Term_Date,DATE,MM/DD/YYYY,150,126023,9901,10050,,,,,DATE,,
1771,1,68,ER_Cost,NUMBER,,150,126024,10051,10200,,,,,NUMBER,,
1771,1,69,Src_Language,VARCHAR2,,150,126025,10201,10350,,,,,VARCHAR2,,
1771,1,70,Alt_ID,VARCHAR2,,150,126026,10351,10500,,,,,VARCHAR2,,
