LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3119,1,23,BENEFIT_PLAN_CODE,VARCHAR2,,50,251008,2001,2050,,,,,VARCHAR2,,
3119,1,24,PLAN_DESCRIPTION,VARCHAR2,,50,251009,2051,2100,,,,,VARCHAR2,,
3119,1,25,BENEFIT_PLAN_DESC,VARCHAR2,,50,251010,2101,2150,,,,,VARCHAR2,,
3119,1,26,COVERAGE_LEVEL,VARCHAR2,,50,251011,2151,2200,,,,,VARCHAR2,,
3119,1,27,COST,NUMBER,,19,251012,2201,2219,,,,,NUMBER,4,
3119,1,28,PAID_THROUGH,DATE,MM-DD-YYYY,200,251013,2220,2419,,,,,DATE,,
3119,1,29,BENEFIT_START_DATE,DATE,MM-DD-YYYY,200,251014,2420,2619,,,,,DATE,,
3119,1,30,BENEFIT_END_DATE,DATE,MM-DD-YYYY,200,251015,2620,2819,,,,,DATE,,
3119,1,1,PLAN,VARCHAR2,,50,250986,1,50,,,,,VARCHAR2,,1
3119,1,2,SSN,VARCHAR2,,50,250987,51,100,,,,,VARCHAR2,,
3119,1,3,SSN_DEPENDENT,VARCHAR2,,50,250988,101,150,,,,,VARCHAR2,,
3119,1,4,RELATIONSHIP_CODE,VARCHAR2,,50,250989,151,200,,,,,VARCHAR2,,17
3119,1,5,FIRST,VARCHAR2,,50,250990,201,250,,,,,VARCHAR2,,10
3119,1,6,LAST,VARCHAR2,,50,250991,251,300,,,,,VARCHAR2,,12
3119,1,7,SEX,VARCHAR2,,50,250992,301,350,,,,,VARCHAR2,,8
3119,1,8,DOB,DATE,MM-DD-YYYY,200,250993,351,550,,,,,DATE,,3
3119,1,9,ADDRESS1,VARCHAR2,,50,250994,551,600,,,,,VARCHAR2,,
3119,1,10,ADDRESS2,VARCHAR2,,50,250995,601,650,,,,,VARCHAR2,,
3119,1,11,CITY,VARCHAR2,,50,250996,651,700,,,,,VARCHAR2,,
3119,1,12,STATE,VARCHAR2,,50,250997,701,750,,,,,VARCHAR2,,
3119,1,13,ZIP,VARCHAR2,,50,250998,751,800,,,,,VARCHAR2,,
3119,1,14,BRANCH,VARCHAR2,,50,250999,801,850,,,,,VARCHAR2,,
3119,1,15,STATUS,VARCHAR2,,50,251000,851,900,,,,,VARCHAR2,,
3119,1,16,EVENT_TYPE,VARCHAR2,,50,251001,901,950,,,,,VARCHAR2,,
3119,1,17,ENROLL_DATE,DATE,MM-DD-YYYY,200,251002,951,1150,,,,,DATE,,
3119,1,18,COBRA_START_DATE,DATE,MM-DD-YYYY,200,251003,1151,1350,,,,,DATE,,
3119,1,19,END_DATE,DATE,MM-DD-YYYY,200,251004,1351,1550,,,,,DATE,,
3119,1,20,TERMINATION_DATE,DATE,MM-DD-YYYY,200,251005,1551,1750,,,,,DATE,,
3119,1,21,DAY_NO_LONGER_ON_COBRA,DATE,MM-DD-YYYY,200,251006,1751,1950,,,,,DATE,,
3119,1,22,SPONSOR_CODE,VARCHAR2,,50,251007,1951,2000,,,,,VARCHAR2,,
