LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
20,1,1,MBR_NO,VARCHAR2,,12,1274,1,12,,,,,VARCHAR2,,
20,1,2,EMP_ID,VARCHAR2,,9,1275,13,21,,,,,VARCHAR2,,
20,1,3,SEX_CD,VARCHAR2,,1,1276,22,22,,,,,VARCHAR2,,
20,1,4,RELTN_CD,VARCHAR2,,2,1277,23,24,,,,,VARCHAR2,,
20,1,5,FILL_DT,DATE,YYYY-MM-DD,10,1278,25,34,,,,,DATE,,57
20,1,6,CUST_NUM,VARCHAR2,,4,1279,35,38,,,,,VARCHAR2,,
20,1,7,CLNT_NUM,VARCHAR2,,4,1280,39,42,,,,,VARCHAR2,,
20,1,8,RX_ACCT_NUM,VARCHAR2,,7,1281,43,49,,,,,VARCHAR2,,
20,1,9,BRNCH_CD,VARCHAR2,,6,1282,50,55,,,,,VARCHAR2,,
20,1,10,PLAN_OF_BEN,VARCHAR2,,10,1283,56,65,,,,,VARCHAR2,,
20,1,11,NT_ID,VARCHAR2,,5,1284,66,70,,,,,VARCHAR2,,
20,1,12,STE_CD,VARCHAR2,,2,1285,71,72,,,,,VARCHAR2,,
20,1,13,ACCT_NUM,VARCHAR2,,4,1286,73,76,,,,,VARCHAR2,,
20,1,14,SUB_ACCT_NUM,VARCHAR2,,2,1287,77,78,,,,,VARCHAR2,,
20,1,15,HMO_CD,VARCHAR2,,3,1288,79,81,,,,,VARCHAR2,,
20,1,16,NABP_PHARMCY_NUM,VARCHAR2,,7,1289,82,88,,,,,VARCHAR2,,
20,1,17,NDC_NUM,VARCHAR2,,11,1290,89,99,,,,,VARCHAR2,,55
20,1,18,NDC_GENRC_IND,VARCHAR2,,1,1291,100,100,,,,,VARCHAR2,,
20,1,19,NDC_PRODT_IND,VARCHAR2,,1,1292,101,101,,,,,VARCHAR2,,
20,1,20,DISP_IND,VARCHAR2,,1,1293,102,102,,,,,VARCHAR2,,
20,1,21,METRC_QTY,NUMBER,,9,1294,103,111,,,,,NUMBER,,
20,1,22,DAYS_SUP_QTY,NUMBER,,6,1295,112,117,,,,,NUMBER,,53
20,1,23,AWP_INGRD_CST_AMT,NUMBER,,9,1296,118,126,,,,,NUMBER,,
20,1,25,FRMLRY_IND,VARCHAR2,,1,1298,148,148,,,,,VARCHAR2,,
20,1,26,LABEL_NM,VARCHAR2,,30,1299,149,178,,,,,VARCHAR2,,
20,1,27,MANUFCTR_NM,VARCHAR2,,15,1300,179,193,,,,,VARCHAR2,,
20,1,28,GENRC_THRPDC_CLSS,VARCHAR2,,2,1301,194,195,,,,,VARCHAR2,,
20,1,29,HRA_AMOUNT,NUMBER,,9,1302,196,204,,,,,NUMBER,,
20,1,30,INGRD_CST_AMT,NUMBER,,9,1303,205,213,,,,,NUMBER,,
20,1,31,DISP_FEE_AMT,NUMBER,,9,1304,214,222,,,,,NUMBER,,54
20,1,32,SALES_TAX_AMT,NUMBER,,9,1305,223,231,,,,,NUMBER,,
20,1,33,COPAY_AMT,NUMBER,,9,1306,232,240,,,,,NUMBER,,
20,1,34,DEDCT_APPLD_AMT,NUMBER,,9,1307,241,249,,,,,NUMBER,,
20,1,35,ACT_MAC_DIF_AMT,NUMBER,,9,1308,250,258,,,,,NUMBER,,
20,1,36,TOT_PD_AMT,NUMBER,,9,1309,259,267,,,,,NUMBER,,
20,1,37,UNC_AMT,NUMBER,,9,1310,268,276,,,,,NUMBER,,
20,1,38,ADJCD,VARCHAR2,,1,1311,277,277,,,,,VARCHAR2,,
20,1,39,CLM_NUM,VARCHAR2,,14,1312,278,291,,,,,VARCHAR2,,
20,1,40,COINSAMT,NUMBER,,9,1313,292,300,,,,,NUMBER,,
20,1,41,PATDOB,DATE,YYYY-MM-DD,10,1314,301,310,,,,,DATE,,
20,1,42,PAID_DT,DATE,YYYY-MM-DD,10,1315,311,320,,,,,DATE,,
20,1,43,OUT_OF_NETWRK_IND,VARCHAR2,,1,1316,321,321,,,,,VARCHAR2,,
20,1,44,REC_SRC_FLG,VARCHAR2,,1,1317,322,322,,,,,VARCHAR2,,
20,1,45,PRESC_PHYSN_ID,VARCHAR2,,10,1318,323,332,,,,,VARCHAR2,,
20,1,46,MAIL,VARCHAR2,,1,1319,333,333,,,,,VARCHAR2,,58
20,1,47,RX_REFLL_NO,VARCHAR2,,2,1320,334,335,,,,,VARCHAR2,,
20,1,48,ZIP_CODE,VARCHAR2,,5,1321,336,340,,,,,VARCHAR2,,
20,1,49,PREAUTH_SFX,VARCHAR2,,2,1322,341,342,,,,,VARCHAR2,,
20,1,50,MEMBER_AGE,VARCHAR2,,2,1323,343,344,,,,,VARCHAR2,,
20,1,51,FIRST_NAME_OF_INSURED,VARCHAR2,,15,1324,345,359,,,,,VARCHAR2,,
20,1,52,LAST_NAME_OF_INSURED,VARCHAR2,,25,1325,360,384,,,,,VARCHAR2,,
20,1,53,PRICE_SOURCE,VARCHAR2,,1,1326,385,385,,,,,VARCHAR2,,
