LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
55,1,1,PS_UNIQUE_ID,VARCHAR2,,21,1987,1,21,,,,,VARCHAR2,,
55,1,2,CUSTOMER_NBR,VARCHAR2,,13,1988,22,34,,,,,VARCHAR2,,
55,1,3,GROUP_NBR,VARCHAR2,,13,1989,35,47,,,,,VARCHAR2,,
55,1,4,CLASS_CODE,VARCHAR2,,8,1990,48,55,,,,,VARCHAR2,,
55,1,5,SUBGROUP_NBR,VARCHAR2,,13,1991,56,68,,,,,VARCHAR2,,
55,1,6,ACCOUNT_NBR,VARCHAR2,,10,1992,69,78,,,,,VARCHAR2,,
55,1,7,PRODUCT_LN_CD,VARCHAR2,,7,1993,79,85,,,,,VARCHAR2,,
55,1,8,RX_PRODUCT_CD,VARCHAR2,,10,1994,86,95,,,,,VARCHAR2,,
55,1,9,PLAN_ID,VARCHAR2,,10,1995,96,105,,,,,VARCHAR2,,
55,1,10,FUND_CTG_CD,VARCHAR2,,6,1996,106,111,,,,,VARCHAR2,,
55,1,11,OPTION_CD,VARCHAR2,,7,1997,112,118,,,,,VARCHAR2,,
55,1,12,RX_INTGRTN_OPT_CD,VARCHAR2,,8,1998,119,126,,,,,VARCHAR2,,
55,1,13,EE_ID,VARCHAR2,,16,1999,127,142,,,,,VARCHAR2,,
55,1,14,EE_LAST_NAME,VARCHAR2,,35,2000,143,177,,,,,VARCHAR2,,
55,1,15,EE_FIRST_NAME,VARCHAR2,,35,2001,178,212,,,,,VARCHAR2,,
55,1,16,SUBS_ZIP_CD,VARCHAR2,,10,2002,213,222,,,,,VARCHAR2,,
55,1,17,SSN_NBR,VARCHAR2,,16,2003,223,238,,,,,VARCHAR2,,
55,1,18,MEMBER_ID,VARCHAR2,,25,2004,239,263,,,,,VARCHAR2,,
55,1,19,SRC_RX_MEMBER_ID,VARCHAR2,,23,2005,264,286,,,,,VARCHAR2,,
55,1,20,LAST_NAME,VARCHAR2,,35,2006,287,321,,,,,VARCHAR2,,
55,1,21,FIRST_NAME,VARCHAR2,,35,2007,322,356,,,,,VARCHAR2,,
55,1,22,SRC_MBR_GENDER_CD,VARCHAR2,,6,2008,357,362,,,,,VARCHAR2,,
55,1,23,MBR_RPT_TYPE_CD,VARCHAR2,,6,2009,363,368,,,,,VARCHAR2,,
